jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,biaya_karyawan,jumlah_pelanggan
4.0,9.0,10.0,2021.0,1.0,2.0,358.0,1317922.0,57000000.0,358.0
5.0,51.0,61.0,2016.0,1.0,2.0,598.0,1391717.0,336000000.0,598.0
2.0,30.0,7.0,2015.0,1.0,1.0,901.0,2478595.0,111000000.0,901.0
2.0,72.0,2.0,2021.0,0.0,0.0,494.0,3737349.0,222000000.0,494.0
5.0,91.0,76.0,2022.0,1.0,1.0,738.0,4112136.0,501000000.0,738.0
2.0,99.0,77.0,2021.0,0.0,0.0,467.0,1412935.0,528000000.0,467.0
2.0,13.0,10.0,2016.0,1.0,0.0,841.0,4802124.2,69000000.0,841.0
4.0,86.0,21.0,2024.0,1.0,3.0,332.0,3706984.0,321000000.0,332.0
2.0,82.0,89.0,2019.0,0.0,2.0,721.0,1380659.0,513000000.0,721.0
4.0,18.0,88.0,2013.2,1.0,4.0,469.0,3837334.0,318000000.0,469.0
4.0,56.0,65.0,2016.0,1.0,0.0,347.0,4986538.0,363000000.0,347.0
4.0,20.0,98.0,2018.0,0.0,1.0,100.0,2596545.0,354000000.0,100.0
1.0,3.0,41.0,2016.0,0.0,0.0,959.0,876678.0,132000000.0,959.0
1.0,44.0,98.0,2019.0,1.0,2.0,112.0,2490684.0,426000000.0,112.0
2.0,97.0,76.0,2023.0,0.0,3.0,101.0,2094448.0,519000000.0,101.0
4.0,9.0,66.0,2023.0,1.0,2.0,839.0,544628.0,225000000.0,839.0
5.0,25.0,15.0,2022.0,1.0,4.0,480.0,2044875.0,120000000.0,480.0
4.0,28.0,33.8,2019.0,0.0,2.0,758.0,3132589.0,261000000.0,758.0
4.0,35.0,77.0,2017.0,0.0,4.0,354.0,1498709.0,336000000.0,354.0
1.0,35.0,33.0,2012.0,0.0,0.0,187.0,606006.0,204000000.0,187.0
1.0,33.0,85.0,2019.0,1.0,0.0,524.0,1248580.0,354000000.0,524.0
5.0,60.0,22.0,2016.0,1.0,1.0,146.0,2540654.0,246000000.0,146.0
5.0,22.0,60.0,2015.0,1.0,1.0,726.0,4778138.0,246000000.0,726.0
2.0,77.0,10.0,2020.0,1.0,4.0,604.0,5125816.0,261000000.0,604.0
4.0,9.0,73.0,2012.0,1.0,4.0,380.0,2196777.0,246000000.0,380.0
1.0,79.0,1.0,2016.0,0.0,1.0,420.0,1219389.0,240000000.0,420.0
1.0,53.0,78.0,2013.0,1.0,1.0,31.0,5187208.0,393000000.0,31.0
2.0,31.0,41.0,2014.0,1.0,0.0,768.0,3965597.0,216000000.0,768.0
1.0,36.0,4.0,2016.0,0.0,3.0,18.0,2400004.0,120000000.0,18.0
5.0,94.0,39.0,2013.0,1.0,0.0,88.0,4779951.0,399000000.0,88.0
5.0,99.0,49.0,2013.0,1.0,3.0,396.0,2830389.0,444000000.0,396.0
2.0,25.0,22.0,2015.0,1.0,2.0,680.0,4154054.0,141000000.0,680.0
5.0,4.0,43.0,2022.0,1.0,3.0,190.0,898358.0,141000000.0,190.0
5.0,26.0,83.0,2017.0,0.0,3.0,769.0,2225669.0,327000000.0,769.0
5.0,7.0,93.0,2013.0,0.0,0.0,838.0,2782380.0,300000000.0,838.0
2.0,1.0,36.0,2012.0,1.0,4.0,69.0,4498366.0,111000000.0,618.6
1.0,43.0,11.0,2015.4,1.0,1.0,387.0,712219.0,162000000.0,387.0
0.0,25.0,99.0,2016.0,0.0,4.0,961.0,909473.0,372000000.0,961.0
5.0,93.0,45.0,2019.0,0.0,4.0,56.0,4017495.0,414000000.0,56.0
1.0,99.0,12.0,2019.0,1.0,2.0,171.0,2198640.0,333000000.0,171.0
5.0,8.0,71.0,2021.0,1.0,2.0,950.0,567169.0,237000000.0,950.0
4.0,32.0,92.0,2016.0,1.0,2.0,487.0,3553741.0,372000000.0,487.0
2.0,55.0,49.0,2018.0,1.0,4.0,115.0,2519321.0,312000000.0,115.0
5.0,35.0,13.0,2017.0,0.0,0.0,50.0,2392698.0,144000000.0,50.0
1.0,59.0,46.0,2022.0,0.0,3.0,277.0,4604531.0,315000000.0,277.0
1.0,23.0,23.0,2020.0,1.0,3.0,36.0,4482406.0,138000000.0,36.0
5.0,72.0,53.0,2014.0,0.0,0.0,948.0,3358917.0,375000000.0,948.0
1.0,83.0,70.0,2019.0,1.0,1.0,888.0,2824741.0,459000000.0,888.0
1.0,64.0,37.0,2013.0,1.0,3.0,162.0,583312.0,303000000.0,162.0
1.0,95.0,55.0,2017.0,1.0,0.0,133.0,1218462.0,450000000.0,133.0
5.0,3.0,37.0,2021.0,0.0,2.0,384.0,4181424.0,120000000.0,384.0
2.0,74.0,54.0,2019.0,1.0,2.0,519.0,1827288.0,384000000.0,519.0
4.0,37.0,47.0,2014.0,0.4,1.0,676.0,3372533.0,252000000.0,676.0
1.0,86.0,45.0,2019.0,0.0,0.0,356.0,2518083.0,393000000.0,356.0
4.0,45.0,20.0,2021.0,0.0,1.0,680.0,2550823.0,195000000.0,680.0
2.0,14.0,38.0,2023.0,1.0,0.0,828.0,3562596.0,156000000.0,828.0
4.0,69.0,64.0,2021.0,1.0,3.0,116.0,2146865.0,399000000.0,116.0
4.0,77.0,15.0,2013.0,0.0,0.0,168.0,4658492.0,276000000.0,168.0
4.0,6.0,44.0,2015.0,0.0,3.0,52.0,2329175.0,150000000.0,52.0
1.0,80.0,57.0,2019.0,0.0,0.0,960.0,1952083.0,411000000.0,960.0
1.0,19.0,37.0,2018.0,0.0,0.0,307.0,2607519.0,168000000.0,307.0
2.0,38.0,69.0,2012.0,1.0,4.0,197.0,3535662.0,321000000.0,197.0
1.0,52.8,98.0,2015.0,0.0,3.0,794.0,2237185.0,528000000.0,794.0
1.0,60.0,64.0,2015.0,0.0,0.0,130.0,4894997.0,372000000.0,130.0
1.0,92.0,61.0,2016.0,0.8,3.0,80.0,3154268.6,459000000.0,80.0
2.0,3.0,22.0,2017.0,1.0,2.0,849.0,500605.0,75000000.0,849.0
4.0,45.0,41.0,2022.0,0.0,2.0,245.0,4650947.0,258000000.0,245.0
5.0,23.0,94.0,2018.0,1.0,2.0,271.0,3689661.0,351000000.0,271.0
1.0,6.0,52.0,2014.0,0.4,1.0,206.0,3454302.0,174000000.0,206.0
5.0,19.0,25.0,2022.0,0.0,3.0,850.0,805657.0,132000000.0,850.0
2.0,41.0,61.0,2022.0,1.0,4.0,10.0,3388577.0,237000000.0,10.0
5.0,32.0,54.0,2016.0,1.0,2.0,555.0,3610790.0,258000000.0,555.0
2.0,99.0,82.0,2014.0,1.0,1.0,276.0,4559650.0,543000000.0,276.0
5.0,78.0,79.0,2015.0,1.0,4.0,599.0,3817359.0,471000000.0,599.0
2.0,38.0,82.0,2018.0,0.0,4.0,404.0,3552973.0,360000000.0,404.0
2.0,91.0,52.0,2018.0,0.0,1.0,895.0,4998623.0,429000000.0,895.0
5.0,5.0,92.0,2023.0,1.0,3.0,243.0,4643702.0,291000000.0,243.0
5.0,99.0,76.0,2020.0,0.0,2.0,729.0,3651244.0,525000000.0,729.0
4.0,3.0,85.0,2012.0,1.0,3.0,213.0,2942893.0,264000000.0,213.0
1.0,93.0,31.0,2015.0,1.0,4.0,235.0,2060442.0,372000000.0,235.0
4.0,79.0,93.0,2021.0,1.0,2.0,314.0,5052082.0,516000000.0,314.0
1.0,33.0,93.0,2021.0,1.0,0.0,205.0,4388156.0,378000000.0,205.0
4.0,99.0,30.0,2015.0,0.0,2.0,702.6,3545105.0,387000000.0,595.0
2.0,37.0,65.0,2019.0,1.0,2.0,483.0,3142014.0,306000000.0,483.0
1.0,81.0,9.0,2023.0,0.0,3.0,308.0,1289818.0,270000000.0,308.0
2.0,68.0,6.0,2024.0,0.0,4.0,813.0,4370611.0,222000000.0,813.0
1.0,16.0,90.0,2013.0,1.0,3.0,481.0,4481973.0,318000000.0,481.0
1.0,85.0,11.0,2015.0,1.0,4.0,284.0,2089844.0,288000000.0,284.0
1.0,2.0,11.0,2013.0,1.0,2.0,179.0,908744.0,39000000.0,179.0
4.0,22.0,70.0,2022.0,1.0,0.0,920.0,4829475.0,276000000.0,920.0
4.0,35.0,13.0,2021.0,1.0,4.0,600.0,1088983.0,144000000.0,600.0
1.0,87.0,70.0,2012.0,1.0,4.0,353.0,1117080.0,471000000.0,353.0
4.0,33.0,19.0,2014.0,1.0,4.0,154.0,1752323.0,156000000.0,154.0
2.0,45.0,38.0,2020.0,0.0,4.0,871.0,3179795.0,249000000.0,871.0
5.0,99.0,5.0,2015.0,1.0,1.0,510.0,740669.0,312000000.0,510.0
4.0,30.0,14.0,2018.0,0.0,4.0,111.0,1024901.0,132000000.0,111.0
5.0,39.0,64.0,2019.0,0.0,0.0,431.0,4294447.0,309000000.0,431.0
4.0,35.0,46.0,2013.0,0.0,2.0,641.0,2745103.0,243000000.0,641.0
4.0,28.0,24.0,2014.0,0.0,3.0,490.0,2003173.0,156000000.0,490.0
5.0,92.0,34.0,2019.0,0.0,3.0,999.0,2137188.0,378000000.0,999.0
4.0,88.0,68.0,2015.0,1.0,1.0,982.0,540247.0,468000000.0,982.0
5.0,67.0,54.0,2022.0,0.0,3.0,648.0,568386.0,363000000.0,648.0
5.0,22.0,2.0,2018.0,1.0,3.0,349.0,1063910.0,72000000.0,349.0
2.0,67.0,64.0,2017.0,1.0,1.0,65.0,1830065.0,393000000.0,65.0
4.0,50.0,21.0,2016.0,1.0,1.0,255.0,1692331.0,213000000.0,255.0
1.0,10.0,63.0,2014.0,1.0,1.0,548.0,906604.0,219000000.0,548.0
2.0,47.0,35.0,2022.0,0.0,3.0,451.0,4769807.0,246000000.0,451.0
1.0,73.0,95.0,2012.0,1.0,1.0,591.0,2790101.0,504000000.0,591.0
5.0,67.0,50.0,2019.0,1.0,2.0,229.0,3362680.0,351000000.0,229.0
2.0,24.0,88.0,2016.0,1.0,2.0,391.0,3812479.0,336000000.0,391.0
1.0,89.0,8.0,2024.0,1.0,4.0,755.0,3324657.0,291000000.0,755.0
5.0,48.0,68.0,2022.0,1.0,4.0,924.0,4831309.0,348000000.0,924.0
5.0,29.0,17.0,2020.0,1.0,4.0,347.0,2962513.0,138000000.0,347.0
5.0,22.0,37.0,2018.0,0.0,2.0,247.0,764790.0,177000000.0,247.0
4.0,79.0,75.0,2022.0,1.0,3.0,534.0,3914302.0,462000000.0,534.0
4.0,89.0,53.0,2014.0,0.0,4.0,201.0,3544422.0,426000000.0,201.0
4.0,43.0,37.0,2019.0,0.0,0.0,533.0,2265849.0,240000000.0,533.0
5.0,46.0,51.0,2013.0,0.0,4.0,149.0,2746151.0,291000000.0,149.0
5.0,25.0,98.0,2015.0,1.0,2.0,262.0,3392044.0,369000000.0,262.0
5.0,60.0,28.0,2021.0,1.0,4.0,10.0,2621865.0,264000000.0,10.0
2.0,46.0,92.0,2022.0,0.0,2.0,650.0,3452338.0,414000000.0,650.0
1.0,97.0,64.0,2014.0,1.0,4.0,791.0,1171424.0,483000000.0,791.0
4.0,20.0,41.0,2019.0,1.0,3.0,699.0,1382356.0,183000000.0,699.0
4.0,84.0,56.0,2014.0,1.0,1.0,420.0,1689116.0,420000000.0,420.0
1.0,78.0,53.0,2014.0,1.0,2.0,64.0,3353992.0,393000000.0,64.0
2.0,72.0,61.0,2015.8,1.0,0.0,743.0,1158435.0,399000000.0,743.0
5.0,74.0,4.0,2023.0,1.0,3.0,510.0,2440496.0,234000000.0,510.0
1.0,76.0,41.0,2019.0,1.0,2.0,603.0,4746577.0,351000000.0,603.0
5.0,98.0,94.0,2023.0,1.0,0.0,810.0,2551288.0,576000000.0,810.0
1.0,81.0,57.0,2022.0,0.0,3.0,389.0,806953.0,414000000.0,389.0
4.0,12.0,86.0,2014.0,0.0,4.0,494.0,5029539.0,294000000.0,494.0
4.0,81.0,17.0,2023.0,0.0,0.0,255.0,1666478.0,294000000.0,255.0
2.0,61.0,8.0,2017.0,0.0,3.0,435.0,3960577.0,207000000.0,435.0
5.0,56.0,89.0,2024.0,1.0,4.0,133.0,633405.0,435000000.0,133.0
5.0,84.0,10.0,2015.0,0.0,2.0,105.0,4168344.0,282000000.0,105.0
1.0,18.0,94.0,2023.0,0.0,2.0,435.0,4792610.0,336000000.0,435.0
2.0,90.0,81.0,2021.0,1.0,0.0,85.0,4887772.0,513000000.0,85.0
5.0,29.0,54.0,2015.0,1.0,4.0,58.0,3812923.0,249000000.0,58.0
1.0,6.0,82.0,2021.0,0.0,2.0,779.0,4496607.0,264000000.0,779.0
4.0,21.0,76.0,2023.0,0.0,1.0,402.0,3083410.0,291000000.0,402.0
1.0,30.0,20.0,2019.0,0.0,0.0,689.0,1311761.0,150000000.0,689.0
5.0,86.0,8.0,2020.0,0.0,4.0,521.0,3002573.0,282000000.0,521.0
4.0,79.0,79.0,2023.0,1.0,1.0,42.0,5202995.0,474000000.0,42.0
2.0,23.0,47.0,2022.0,1.0,1.0,393.0,5170699.0,210000000.0,393.0
5.0,57.0,63.0,2024.0,1.0,3.0,641.0,2752442.0,360000000.0,641.0
4.0,44.0,23.0,2019.0,0.0,3.0,802.0,4285354.0,201000000.0,802.0
3.2,41.0,60.0,2017.0,0.0,4.0,948.0,921753.0,303000000.0,948.0
2.0,49.0,26.0,2022.0,1.0,0.0,30.0,4463368.0,225000000.0,30.0
2.0,5.0,17.0,2012.0,0.0,2.0,264.0,1616259.0,66000000.0,264.0
2.0,63.0,95.0,2016.0,0.0,3.0,113.0,4637148.0,474000000.0,113.0
