nama_usaha,aset,omset,biaya_karyawan,jumlah_pelanggan,Cluster_KMeans,Cluster_KMedoids,Cluster_Agglomerative
UD. Balqis Sehat,-0.3050390143187699,0.09574414329417229,-0.38714303675202133,0.8662862862014562,0,1,2
UD. Alya Sukarela,0.9224027580594388,-1.3022217354569223,-0.01950096699700238,-0.3373718575916012,1,0,2
UD. Adinda Putra,0.5839829781778723,-1.691544160999186,-1.2449745328470656,-1.7064450094497865,1,0,2
UD. Salwa Malam,-0.3289032733953277,-1.155621050391371,-1.661635545236087,-0.24938515117398002,0,1,2
UD. Vega Putra,-0.9531106249039387,0.4241160353643026,-0.19106726621601122,0.3383660476957293,0,1,2
UD. Cipta Citra,1.1825428772927211,1.5134523006145866,-0.6812566925560365,0.2679766825616324,1,0,2
UD. Farid Darma,-1.6671135295221962,0.10416930968126335,0.6667642298790329,-1.6078998982620507,0,1,2
UD. Qais Sari,-1.240724221631828,0.8552916405757192,-0.0685199096310049,-0.04525599228509895,0,1,2
UD. Pandu Mulya,0.9560897728508858,0.9683269998871096,-0.7547851065070402,0.7818190480405399,1,0,2
UD. Vita Kalbu,0.9520342984990097,1.3628994258377258,0.9363684143660469,1.2252720483853505,1,0,2
UD. Utha Mulya Tami,1.0776112307950376,1.0347598870425996,1.3775388980720695,1.5877772788259497,1,0,2
UD. Fitri Manunggal,0.3639429266062453,-1.4597831825333953,1.2795010128040645,1.1056101276573858,1,0,2
UD. Rosa Nirbayu,-1.0758189259469153,-1.3443536263316287,-0.9018419344090478,1.6370498344198177,0,1,2
UD. Jodi Kinarya,0.2010704932679629,-0.42008548162610143,-0.8528229917750453,1.489232167638214,1,0,2
UD. Marsel Indah,0.9104567173435673,-0.3899235184115456,0.07853691827100268,0.24685987302140328,1,0,2
UD. Marsel Anggara,-0.7525209621921723,0.5127357012658293,-0.8773324630920466,-1.4002512711164647,0,1,2
UD. Fikri Saprahan,0.45693036280616156,1.5998195910758837,0.10304638958800394,-0.5274231434536629,1,0,2
UD. Lono Pagi,0.47861129916791617,-0.13647506006568327,0.5442168732940267,1.4751542946113947,1,0,2
UD. Gracia Wening,-1.2973716350399318,0.3783137659062479,0.7893115864640393,1.031701294266584,0,1,2
UD. Zahira Sehat,-0.205917114884119,0.2223503992836607,-0.9263514057260491,-1.1855637074574692,0,1,2
UD. Fahmi Paseban,1.3005667723231857,-1.1439334270286554,0.10304638958800394,-1.3157840329555484,1,0,2
UD. Lutfi Prajurit Lukita,0.32510145443310323,-1.6078043365894348,0.6667642298790329,-0.9427203977448347,1,0,2
UD. Farhan Artha,1.0693355444618986,-0.9291274037183025,-1.1224271762620592,-0.6470850641816277,1,0,2
UD. Vidi Siang Pasha,0.6879320562371701,1.4200253595867343,-1.7841829018210933,0.0497696506459319,1,0,2
UD. Eni Lempung,1.5092282127912726,-1.0291069466407259,0.5442168732940267,0.3383660476957293,1,0,2
UD. Rian Trisaktiatma Elyas,-1.129961595221102,0.4533458378203449,-0.3381240941180188,-0.4887089926299096,0,1,2
UD. Mega Kencana Qiana,-0.18213632287311707,-1.5852155542693616,-1.4655597747000768,1.2921419452627427,0,1,2
UD. Mario Ayodya,1.3602951454844392,1.5243072425469588,-1.293993475481068,-0.6048514451011695,1,0,2
UD. Oki Bima,-0.24883749076087228,-1.036377955553252,-0.21557673753301249,1.5420241914887867,0,1,2
UD. Isna Sunardi,1.080871937606029,-1.3140617481870829,1.3530294267550684,-1.5163937235877247,1,0,2
UD. Rangga Gandewa,-0.2120874543136978,0.7755634680252772,0.862840000415043,0.6551181907991654,0,1,2
UD. Vina Lingga,0.06953371962435008,1.0572928003065547,0.35794489128481705,1.46459588984128,1,0,2
UD. Priska Utamaindah,-0.6767866809597208,-0.8762235642884083,-1.195955590213063,0.5952872304351831,0,1,2
UD. Habib Wicaksana Heri,-1.1781857905968607,0.15384211407630075,-1.5145787173340794,0.7958969210673593,0,1,2
UD. Tasya Sejahtera,0.19932610481456967,0.44099166068721923,1.696162025193086,-0.2564240876873897,1,0,2
UD. Barokah Jayengprana,-0.5484373974029275,-0.7720532785348564,1.3040104841210658,0.7360659607033769,0,1,2
UD. Yani Raharja Ulil,0.7650461066366393,-0.9215426685675736,-1.8086923731380946,1.3167782230596765,1,0,2
UD. Vera Citra,-1.3889386667909152,1.4002383435008507,0.7402926438300368,-0.6224487863846937,0,1,2
UD. Xenia Manunggal,1.0210282481042048,0.3073919797462465,1.5491051972910785,0.6762350003393945,1,0,2
UD. Ulya Jayeng,0.44206077829410984,0.6868692630804047,0.3236316314410153,-1.0377460406758656,1,0,2
UD. Pandu Bijaksana,0.11097951067628319,0.18509870216463975,-0.16655779489900996,0.2644572143049275,1,1,2
UD. Agus Asmaralaya,1.2219093133781749,-0.061804340470414464,0.07853691827100268,-0.12268429393260558,1,0,2
UD. Halimah Agastya,-1.6829272436924432,-0.10699134578334796,-0.5096903933370276,-1.326342437725663,0,1,2
UD. Jay Kusen Umi,0.1970585828669689,-0.47214642397226375,-0.264595680167015,-0.16491791301306372,1,0,2
UD. Qira Wiraatmaja,-0.390719787529961,-0.5450183431377564,0.4706884593430229,1.0141039529830598,0,1,2
UD. Cakra Bahagia Aldo,0.895292801600345,-0.6233754340978853,0.07853691827100268,-1.0447849771892752,1,0,2
UD. Ucup Pusaka,-1.2361829543150717,-1.5033759118426704,-1.1224271762620592,-1.650133517342509,0,1,2
UD. Wesly Hastinapura,1.3498738430494455,1.4312480650410957,-0.19106726621601122,-1.713483945963196,1,0,2
UD. Jasmine Saputra,0.3982841328281674,0.3231646667671051,-1.0734082336280566,-1.579744152208412,1,0,2
UD. Widi Saputrautama Leni,-0.3288348157582271,-0.59294800480079,-1.857711315772097,-0.06285333356862319,0,1,2
UD. Jafar Harmoni,0.4733287125189205,-1.351682617883733,0.22559374617301026,0.2574182777915178,1,0,2
UD. Riyan Wirajaya,0.25232403060633,0.8163266727042583,-0.5341998646540289,0.22926253173787906,1,0,2
UD. Nisa Tunggal,-1.3126461080366536,-0.9081448743748257,0.054027446954001405,-0.8336168817869846,0,1,2
UD. Balqis Jagadmaya,1.551151376884806,-0.22828341888009063,-0.38714303675202133,1.376609183423659,1,0,2
UD. Elva Manggala Tono,-0.3902123956314504,0.5944240111168052,0.7697040094104383,1.4786737628680995,0,1,2
UD. Celsi Jagad Esa,0.10910955554093532,-1.4574545067302702,1.4265578407060722,0.34188551595243416,1,0,2
UD. Jihan Pancasila,0.3982793737410962,-0.18912153548296692,0.764802115147038,1.3167782230596765,1,0,2
UD. Ilmi Bersemi,-0.11968392148905167,0.7229924475375052,-1.5145787173340794,-0.2634630242007994,0,1,2
UD. Krisna Padi,-0.033360671523253,-1.347378727884728,-0.04401043831400365,-1.4811990410206761,0,0,2
UD. Pandu Gemilang,-1.4208432204323995,0.721629468017121,0.6912737011960343,-1.350978715522597,0,1,2
UD. Livia Buana,-1.6785800006947424,0.8038533599167871,-0.4606714507030251,-0.82305847701687,0,1,2
UD. Obed Siang Mega,-1.2457604340039854,1.6439513546201665,-0.264595680167015,-0.017100246231460184,0,1,2
UD. Hana Baswara,-0.7081970217130457,1.0195884722443587,0.5197074019770254,0.44043062714016984,0,1,2
UD. Dora Galuh,0.4870722238132098,0.8630207334767461,1.7451809678270886,-0.9180841199479008,1,0,2
UD. Mila Anugerah Zainab,1.3344800267923236,-1.5119246524093726,0.37265057407501784,0.14479529357696275,1,0,2
UD. Ziva Malam,0.0829942482797154,0.14356368725895505,0.6422547585620317,0.9050004370252095,1,0,2
UD. Eni Jayeng,0.37916431747794244,0.8336095855598609,-1.1714461188960617,-1.326342437725663,1,0,2
UD. Juli Elok,-1.5997512146151696,0.8609311744156961,-0.8773324630920466,-0.5837346355609404,0,1,2
UD. Echa Bahari,-1.3898432594180576,-1.4888336826592723,0.6177452872450304,0.20462625394094514,0,1,2
UD. Lea Trisakti,0.9407955313386377,0.06194611200109746,-0.5587093359710301,-0.46055324657627084,1,0,2
UD. Salwa Ceria,1.7334148935363698,-1.550100760480888,1.2549915414870634,-1.097577001039848,1,0,2
UD. Budi Darma,-1.6129031347781508,0.48843836852970934,1.9902756809971012,-1.7205228824766057,0,1,2
UD. Jihan Karya,-0.8943036842163874,-1.5932282196178993,-1.2449745328470656,0.3489244524658438,0,1,2
UD. Damar Adikara Dani,0.7462806602314059,-1.2577250969547118,0.9118589430490456,-0.3162550480513721,1,0,2
UD. Ulfa Gunawan,-0.2799633845407896,-1.6383071503632598,-0.9018419344090478,0.2503793412781081,0,1,2
UD. Diyan Asih,-1.4900897677359874,1.050917528064253,1.3040104841210658,0.8134942623508835,0,1,2
UD. Pardi Purnama,0.0414598649915344,0.05465396725397427,0.764802115147038,-1.2172389217678128,1,0,2
UD. Rian Rejo,0.6639239262976148,-0.8782875489895959,0.5687263446110279,0.44043062714016984,1,0,2
UD. Jasmin Selaras,0.7784561157523261,-0.8089618001528026,-0.9998798196770529,-0.2669824924575043,1,0,2
UD. Ojan Cahaya,-0.9175909955064714,-1.4638504216376949,0.2746126888070128,-1.5304715966145441,0,1,2
UD. Uli Cerah,-1.281408924835995,-1.0595276124707502,-0.36263356543502007,1.34845343737002,0,1,2
UD. Nindy Ilir,-0.0658000733348125,-0.5630605960776504,-1.4655597747000768,1.0844933181171568,0,1,2
UD. Ovan Utama,-0.5664362647060821,0.8985485919260287,-1.857711315772097,1.102090659400681,0,1,2
UD. Grego Jatinagara,1.3108002738606788,1.092225966823057,-0.9998798196770529,1.0422596990366986,1,0,2
UD. Livia Sanjaya,1.2870205801005394,-0.7184928191768127,1.2059725988530607,-0.6118903816145792,1,0,2
UD. Alvino Asih,1.6694381199550474,-1.0563657620678077,1.2549915414870634,-0.2634630242007994,1,0,2
UD. Ulfa Persada,0.9736625188193605,-1.5243997969691756,0.3971600453920191,-0.5415010164804823,1,0,2
UD. Eddy Sudharmo Pandu,-1.5030527887506053,-0.6908674379250354,1.4265578407060722,-0.5168647386835483,0,1,2
UD. Isna Sasmita,-1.0593561455168852,-0.49391823583237776,-2.2498628568441172,-0.893447842150967,0,1,2
UD. Yola Puri,1.6744044103556208,-0.21228563522077304,-1.4900692460170781,-0.01006130971805049,1,0,2
UD. Wulan Wetan Andi,-1.641471202299126,-0.7444665054076097,0.10304638958800394,0.5389757383279056,0,1,2
UD. Mira Mayang,0.49834503675032166,0.15322537042275772,0.37265057407501784,-0.5837346355609404,1,0,2
UD. Farid Indah,-0.714853886274746,-1.1502593118707818,0.3481411027580166,0.03217230936240766,0,1,2
UD. Mirna Harmoni Dina,0.7255969356528713,0.8732597771889593,0.6422547585620317,1.3871675881937735,1,0,2
UD. Celsi Dewangga,0.5703866324991682,-1.2234119149197238,-0.7547851065070402,1.1408048102244341,1,0,2
UD. Elsa Kencana,-0.5247492245480029,0.7451415340451772,1.230482070170062,0.07088646018616097,0,1,2
UD. Erni Bratadikara,1.714775013813091,1.6622327947549174,-0.1420483235820087,0.5073005240175619,1,0,2
UD. Berlian Utama,0.2657142712064904,1.5751816191388406,0.22559374617301026,0.03217230936240766,1,0,2
UD. Oki Kusen,-1.0360699324776639,1.036221993627244,-1.2449745328470656,-1.5832636204651167,0,1,2
UD. Chika Utama,1.6905721273872385,0.8138575845066265,1.696162025193086,-0.37256654015864965,1,0,2
UD. Chiko Sidarta,-0.2626750855457224,1.5191185360589377,0.5197074019770254,0.391158071546302,0,1,2
UD. Silvi Cahyaningrat Inten,-0.15750145777465102,0.7984786580843116,0.3236316314410153,-0.22826834163375095,0,1,2
UD. Pipit Alam,-0.29327857799867385,1.5428754255044101,-0.730275635190039,0.7607022385003108,0,1,2
UD. Diva Sahaja,0.5512924430024034,-1.2771908483547194,-0.9998798196770529,0.1553536983470773,1,0,2
UD. Rafif Wening,0.37714902714511356,1.0722855750307807,-2.1028060289421098,-0.7808248579364119,1,0,2
UD. Novi Ilir,-1.6085335606795774,-0.9169688035079819,1.7696904391440897,0.8275721353777029,0,1,2
UD. Aldo Jaya,-0.7774428368493919,-0.9694151225716311,0.7402926438300368,0.8592473496880465,0,1,2
UD. Rafi Suryaputra,-1.047419622975156,0.24860899656482643,0.054027446954001405,-0.6118903816145792,0,1,2
UD. Nindy Sukarela,-0.5423849368992654,-0.9379330855809231,0.3481411027580166,-0.5731762307908259,0,1,2
UD. Zahra Tunggal,0.30023998357332543,1.34803550925176,1.6716525538760847,-0.2705019607142091,1,0,2
UD. Halim Wiraatmaja,1.5727876510448158,-0.9277864759186812,0.2501032174900115,-1.1151743423233722,1,0,2
UD. Tegar Kusuma,-0.1745946341998004,1.3570595947385504,1.2549915414870634,1.693361326527095,0,1,2
UD. Fikri Resaputra,-0.38125506159627187,-0.9750354228021246,-0.5341998646540289,-1.4248875489133987,0,1,2
UD. Candra Paseban,-1.43981623625066,0.5333793527279328,-0.21557673753301249,-0.6752408102352664,0,1,2
UD. Elyas Adyatma,-1.4881249969428372,0.37236804427574116,-1.2449745328470656,-1.6747697951394427,0,1,2
UD. Zulkarnaen Sumringah,-0.020774716638119885,1.530264236622584,-0.2891051514840163,0.17998997614401122,0,1,2
UD. Yasir Satria Jibril,0.728983941313059,0.27412586695719837,-0.04401043831400365,-0.16491791301306372,1,0,2
UD. Winda Raharja,-1.4847101689274642,-1.5445170956970296,-0.1420483235820087,1.510348977178443,0,1,2
UD. Ayesha Sanjaya Muthia,-0.984768804268585,-0.067069206415767,0.3481411027580166,-1.3298619059823678,0,1,2
UD. Zidan Nirbayu,0.07061073763691732,-0.890283262367955,0.8873494717320444,0.5213783970443813,1,0,2
UD. Gani Haji,-0.06143306182158524,0.9504401657842863,2.063804094948105,-1.6395751125723943,0,0,2
UD. Nando Jagadmaya,-1.4570078891698204,1.5834676412815007,0.10304638958800394,1.1619216197646633,0,1,2
UD. Zara Resaputra,-0.23422343261618017,-0.7707227072941877,0.6912737011960343,1.6300108979064079,0,1,2
UD. Yasir Rejo,-1.54761871050312,-1.54757622594383,-0.9018419344090478,0.08144486495627551,0,1,2
UD. Berlian Prana Riko,-0.2270899271801213,1.2419758207907923,0.862840000415043,-1.4987963823042005,0,1,2
UD. Ujang Pelangi,0.27338372306348685,0.6537985863085977,-0.43616197938602386,1.2710251357225135,1,0,2
UD. Chintya Sudarsana,-0.44821797927294127,-1.6047023005984022,-0.8773324630920466,1.5842578105692449,0,1,2
