jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,biaya_karyawan,jumlah_pelanggan
4.0,77.0,14.0,2010.0,1.0,4.0,44.0,4508401.0,273000000.0,699.4
1.0,20.0,50.0,2011.0,0.0,2.0,17.0,2230101.0,210000000.0,17.0
1.0,55.0,76.0,2001.0,0.0,4.0,614.0,4470021.0,393000000.0,614.0
5.0,4.0,49.0,2005.0,1.0,3.0,49.0,3802748.0,159000000.0,502.8
1.0,17.0,34.0,2007.0,0.0,2.0,475.0,1626036.0,153000000.0,475.0
1.0,66.0,24.0,2006.0,1.0,0.0,322.0,673311.0,270000000.0,322.0
1.0,64.0,55.0,2008.0,0.0,0.0,245.0,1393535.0,357000000.0,245.0
4.0,13.0,99.0,2002.0,0.0,1.0,190.0,1122300.0,336000000.0,190.0
1.0,8.0,10.0,2005.0,0.0,3.0,665.0,4566310.0,54000000.0,665.0
4.0,54.0,63.0,2000.0,0.0,4.0,958.0,2917057.0,351000000.0,958.0
4.0,47.0,37.0,2000.0,1.0,1.0,740.0,4291422.0,252000000.0,740.0
2.0,44.0,36.0,2007.0,1.0,2.0,589.0,1131259.0,240000000.0,589.0
5.0,74.0,18.0,2006.0,0.0,4.0,683.0,2940723.0,276000000.0,683.0
1.0,0.0,60.0,2012.0,1.0,4.0,570.0,4278866.0,180000000.0,570.0
5.0,96.0,55.0,2010.0,0.0,4.0,554.0,926704.0,453000000.0,554.0
2.0,92.0,71.0,2009.0,0.0,2.0,531.0,4486129.0,489000000.0,531.0
1.0,79.0,92.0,2012.0,0.0,3.0,735.0,828947.0,513000000.0,735.0
4.0,57.0,97.0,2011.0,1.0,2.0,997.0,766943.0,462000000.0,997.0
5.0,68.0,30.0,2006.0,1.0,4.0,334.0,5069111.0,294000000.0,334.0
1.0,48.0,66.0,2005.0,0.0,3.0,469.0,5156411.0,342000000.0,469.0
2.0,47.0,5.0,2000.0,0.0,3.0,942.0,2644299.0,156000000.0,942.0
1.0,0.0,0.0,2006.0,0.0,1.0,291.0,910949.0,0.0,291.0
4.0,27.0,89.0,2001.0,0.0,0.0,822.0,4402681.0,348000000.0,822.0
1.0,3.0,81.0,2008.0,1.0,0.0,167.0,4209442.0,252000000.0,167.0
5.0,4.0,19.0,2007.0,1.0,1.0,415.0,5133515.0,69000000.0,415.0
2.0,42.0,22.0,2009.0,0.0,4.0,51.0,3960454.0,192000000.0,51.0
3.0,48.0,50.0,2004.0,1.0,3.0,258.0,1832403.0,294000000.0,258.0
5.0,32.4,48.0,2009.0,1.0,3.0,902.0,3873990.0,195000000.0,902.0
1.0,62.0,91.0,2004.0,1.0,4.0,758.0,4522894.0,459000000.0,758.0
5.0,93.0,16.0,2001.0,0.0,2.0,235.0,2882445.0,327000000.0,235.0
1.0,21.0,80.0,2011.0,1.0,3.0,590.0,3658216.0,303000000.0,590.0
2.0,43.0,35.0,2000.0,1.0,3.0,861.0,3797232.0,234000000.0,861.0
4.0,23.0,9.0,2009.0,0.0,1.0,329.0,2152697.0,96000000.0,329.0
5.0,17.0,51.0,2008.0,0.0,1.0,796.0,3705776.0,204000000.0,796.0
2.0,34.0,62.0,2007.0,0.0,2.0,947.0,3206174.0,288000000.0,947.0
1.0,98.0,91.0,2002.0,0.0,0.0,697.0,3238758.0,567000000.0,697.0
1.0,18.0,18.0,2005.0,0.0,2.0,734.0,5178562.0,108000000.0,734.0
5.0,9.0,64.0,2008.0,1.0,2.0,179.0,2432429.0,219000000.0,179.0
2.0,20.0,40.0,2007.0,0.0,2.0,879.0,883443.0,180000000.0,879.0
1.0,74.0,82.0,2001.0,1.0,3.0,640.0,4549532.0,468000000.0,640.0
4.0,73.0,38.0,2009.0,1.0,0.0,350.0,2494265.0,333000000.0,350.0
5.0,60.0,86.0,2004.0,1.0,4.0,820.0,2771994.0,438000000.0,820.0
3.2,54.0,93.0,2006.0,0.0,0.0,471.0,4236485.0,441000000.0,471.0
4.0,80.0,81.0,2002.0,1.0,3.0,50.0,2910853.0,483000000.0,50.0
2.0,24.0,31.0,2011.0,1.0,2.0,157.0,1702445.0,165000000.0,157.0
4.0,31.0,26.0,2000.0,1.0,0.0,308.0,3412387.0,171000000.0,308.0
2.0,91.0,59.0,2008.0,0.0,0.0,981.0,4745918.0,450000000.0,981.0
2.0,45.0,22.0,2007.0,0.0,0.0,253.0,1262115.0,201000000.0,253.0
1.0,82.0,73.0,2008.0,1.0,0.0,256.0,3356312.0,465000000.0,256.0
1.0,6.0,1.0,2009.0,1.0,1.8,327.0,2753149.0,21000000.0,327.0
2.0,61.0,90.0,2002.0,0.0,1.0,928.0,2244578.0,453000000.0,928.0
5.0,47.0,32.0,2001.0,1.0,2.0,568.0,2979564.0,237000000.0,568.0
1.0,32.0,53.0,2006.0,0.0,1.0,531.0,1885662.0,255000000.0,531.0
4.0,61.0,86.0,2005.0,0.0,1.0,156.0,4074222.0,441000000.0,156.0
5.0,51.0,12.0,2003.0,1.0,3.0,216.0,3346868.0,189000000.0,216.0
2.0,85.0,8.0,2001.0,1.0,1.0,242.0,1350037.0,279000000.0,242.0
5.0,26.0,96.0,2000.0,0.0,1.0,253.0,4162734.0,366000000.0,253.0
1.0,80.0,63.0,2008.0,1.0,0.0,840.0,2292017.0,429000000.0,840.0
2.0,39.0,50.0,2002.0,1.0,2.0,908.0,2369806.0,267000000.0,908.0
4.0,78.0,82.0,2000.0,1.0,0.0,424.0,2038565.0,480000000.0,424.0
1.0,64.0,81.0,2002.0,1.0,2.0,863.0,4349429.0,435000000.0,863.0
1.0,70.0,20.0,2003.0,1.0,1.0,341.0,2591796.0,270000000.0,341.0
1.0,62.0,32.0,2000.0,0.0,4.0,910.0,3672073.0,282000000.0,910.0
2.0,52.0,67.0,2006.0,0.0,0.0,203.0,1870927.0,357000000.0,203.0
4.0,78.0,21.0,2006.0,1.0,1.0,55.0,1918450.0,297000000.0,55.0
5.0,79.0,15.0,2001.0,0.0,1.0,380.0,3082946.0,282000000.0,380.0
4.0,62.0,23.0,2010.0,1.0,0.0,913.0,3511833.0,255000000.0,913.0
2.0,95.0,43.0,2008.0,1.0,4.0,869.0,2502635.0,414000000.0,869.0
5.0,27.0,82.0,2002.0,1.0,2.0,833.0,2370421.0,327000000.0,833.0
5.0,59.0,22.0,2005.0,1.0,4.0,501.0,505543.0,243000000.0,501.0
5.0,84.0,20.0,2009.0,1.0,3.0,612.0,3317428.0,312000000.0,612.0
1.0,13.0,2.0,2003.0,1.0,1.0,86.0,3347004.0,45000000.0,86.0
4.0,4.0,96.0,2007.0,1.0,4.0,558.0,3104389.6,300000000.0,558.0
5.0,94.0,40.0,2010.0,0.0,0.0,269.0,3680050.0,402000000.0,269.0
2.0,89.0,52.0,2009.0,0.0,0.0,229.0,1566274.0,423000000.0,229.0
4.0,89.0,19.0,2009.0,1.0,1.0,780.0,2601182.0,324000000.0,780.0
2.0,92.0,31.0,2004.0,1.0,2.0,812.0,4435998.0,369000000.0,812.0
2.0,82.0,78.0,2001.0,1.0,4.0,96.0,4921526.0,480000000.0,96.0
2.0,51.0,84.0,2003.0,0.0,3.0,549.0,714292.0,405000000.0,549.0
2.0,79.0,72.0,2008.0,0.0,4.0,986.0,4181029.0,453000000.0,986.0
4.0,83.0,39.0,2006.0,1.0,1.0,849.0,1918072.0,366000000.0,849.0
5.0,2.0,16.0,2009.0,1.0,3.0,128.0,568597.0,54000000.0,128.0
2.0,88.0,33.0,2004.0,0.0,0.0,715.0,3801488.0,363000000.0,715.0
5.0,89.0,89.0,2010.0,0.0,3.0,249.0,3123158.2,534000000.0,249.0
5.0,12.0,35.0,2008.0,0.0,4.0,862.0,5177019.0,141000000.0,862.0
4.0,1.0,0.0,2006.0,0.0,4.0,579.0,2175560.0,3000000.0,579.0
2.0,0.0,87.0,2002.0,1.0,1.0,147.0,4813110.0,261000000.0,147.0
5.0,83.0,88.0,2012.0,1.0,1.0,864.0,4393670.0,513000000.0,864.0
2.0,85.0,95.0,2002.0,0.0,2.0,882.0,4609460.0,540000000.0,882.0
4.0,90.0,89.0,2011.0,0.0,0.0,924.0,3852640.0,537000000.0,924.0
5.0,9.0,95.0,2009.0,1.0,4.0,222.0,4703435.0,312000000.0,222.0
1.0,12.0,42.0,2006.0,0.0,2.0,165.0,1706655.0,162000000.0,165.0
1.0,71.0,62.0,2001.0,0.0,3.0,640.0,1727695.0,399000000.0,640.0
1.0,70.0,5.0,2011.0,0.0,4.0,115.0,1424136.0,225000000.0,115.0
2.0,43.0,53.0,2008.0,0.0,4.0,360.0,1298431.0,288000000.0,360.0
5.0,76.0,70.0,2008.0,0.0,3.0,172.0,4079601.0,438000000.0,172.0
5.0,24.0,99.0,2005.0,1.0,3.0,70.0,4249119.0,369000000.0,70.0
4.0,7.0,87.0,2007.0,0.0,0.0,751.0,5067489.0,282000000.0,751.0
4.0,96.0,76.0,2002.0,0.0,2.0,50.0,4061447.0,516000000.0,50.0
3.0,79.0,83.0,2009.0,1.0,0.0,266.0,748761.0,486000000.0,266.0
2.0,73.0,9.0,2007.0,0.0,1.0,911.0,1645955.0,246000000.0,911.0
5.0,22.0,65.0,2003.0,1.0,1.0,479.0,530117.0,261000000.0,479.0
5.0,2.0,97.0,2000.0,1.0,1.0,128.0,4953049.0,297000000.0,128.0
4.0,30.0,38.0,2006.0,1.0,0.0,25.0,4573004.0,204000000.0,25.0
1.0,6.0,91.0,2012.0,0.0,4.0,738.0,3858567.0,291000000.0,738.0
5.0,94.0,47.0,2012.0,1.0,4.0,705.0,2501850.0,423000000.0,705.0
4.0,33.0,83.0,2003.0,0.0,2.0,188.0,4801954.0,223200000.0,188.0
4.0,64.0,31.0,2008.0,0.0,4.0,386.0,3362908.0,285000000.0,386.0
2.0,34.0,97.0,2011.0,1.0,3.0,108.0,4275329.0,393000000.0,108.0
4.0,14.0,34.0,2011.0,1.0,1.0,236.0,4694614.0,144000000.0,236.0
5.0,92.0,72.0,2003.0,0.0,0.0,865.0,1942535.0,492000000.0,865.0
2.0,21.0,62.0,2003.0,0.0,3.0,218.0,4859177.0,249000000.0,218.0
5.0,54.0,97.0,2006.0,1.0,3.0,280.0,4815816.0,453000000.0,280.0
2.0,43.0,22.0,2004.0,0.0,0.0,518.0,3378859.0,195000000.0,518.0
2.0,33.0,17.0,2004.0,1.0,4.0,633.0,1109776.0,150000000.0,633.0
2.0,53.0,15.0,2009.0,0.0,4.0,859.0,2436813.0,204000000.0,859.0
4.0,66.0,68.0,2001.0,0.0,2.0,501.0,5105516.0,402000000.0,501.0
2.0,30.0,15.0,2006.0,0.0,4.0,478.0,546010.0,135000000.0,478.0
4.0,65.0,14.0,2008.0,0.0,2.0,318.0,3195128.0,237000000.0,318.0
2.0,94.0,52.0,2008.0,0.0,1.0,195.0,3862258.0,438000000.0,195.0
5.0,82.0,60.0,2006.0,0.0,2.0,157.0,4039316.0,426000000.0,157.0
2.0,44.0,73.0,2004.0,0.0,3.0,289.0,2491383.0,351000000.0,289.0
2.0,3.0,31.0,2005.0,0.0,2.0,674.0,2020273.0,102000000.0,674.0
4.0,13.0,92.0,2011.0,0.0,4.0,227.0,4541892.0,315000000.0,227.0
2.0,42.0,55.0,2000.0,0.0,0.0,727.0,2492564.0,291000000.0,727.0
4.0,70.0,28.0,2001.0,0.0,4.0,546.0,5275401.0,294000000.0,546.0
5.0,65.0,13.0,2000.0,1.0,3.0,660.0,609103.0,234000000.0,660.0
5.0,58.0,46.0,2000.0,0.0,0.0,482.0,4439326.0,312000000.0,482.0
4.0,81.0,17.0,2008.0,0.0,0.0,403.0,1601624.0,294000000.0,403.0
5.0,23.0,7.0,2003.0,1.0,2.0,727.0,1324983.0,90000000.0,727.0
2.0,82.0,75.0,2004.0,0.0,0.0,178.0,2557354.0,471000000.0,178.0
5.0,90.0,78.0,2012.0,0.0,2.0,711.0,1434428.0,504000000.0,711.0
2.0,66.0,47.0,2002.0,0.0,4.0,250.0,2225391.0,339000000.0,250.0
4.0,4.0,35.0,2009.0,1.0,1.0,639.0,3327425.0,117000000.0,639.0
5.0,95.0,8.0,2001.0,1.0,2.0,507.0,737089.0,309000000.0,507.0
1.0,2.0,5.0,2007.0,0.0,0.0,527.0,2996016.0,21000000.0,527.0
4.0,52.0,14.0,2011.0,1.0,3.0,863.0,1018951.0,198000000.0,863.0
5.0,53.0,36.0,2010.0,1.0,2.0,190.0,4713806.0,267000000.0,190.0
2.0,58.0,14.0,2009.0,1.0,1.0,287.0,4206425.0,216000000.0,287.0
4.0,17.0,8.0,2005.0,1.0,3.0,609.0,4861218.0,75000000.0,609.0
5.0,89.0,17.0,2003.0,1.0,1.0,467.0,4391747.0,318000000.0,467.0
1.0,95.0,19.0,2004.0,0.0,2.0,329.2,898843.0,342000000.0,347.0
4.0,97.0,9.0,2006.0,0.0,1.0,351.0,5077747.0,318000000.0,351.0
1.0,91.0,54.0,2007.0,1.0,3.0,509.0,3078546.0,435000000.0,509.0
1.0,30.0,35.0,2005.0,0.0,4.0,787.0,2547108.0,195000000.0,787.0
2.0,62.0,63.0,2007.0,0.0,4.0,676.0,3739176.0,375000000.0,676.0
5.0,48.0,28.0,2008.0,1.0,4.0,477.0,2455717.0,228000000.0,477.0
5.0,64.0,65.0,2004.0,1.0,0.0,309.0,990905.0,387000000.0,309.0
2.0,27.0,68.0,2004.0,0.0,0.0,92.0,912573.0,285000000.0,92.0
2.0,46.0,51.0,2006.0,1.0,2.0,649.0,3104041.0,291000000.0,649.0
5.0,4.0,36.0,2011.0,0.0,3.0,843.0,2835323.0,120000000.0,843.0
1.0,36.0,28.0,2001.0,0.0,0.0,971.0,2798753.0,192000000.0,971.0
4.0,48.0,12.0,2010.0,1.0,2.0,785.0,3162492.0,180000000.0,785.0
1.0,38.0,24.0,2010.0,1.0,3.0,424.0,3826313.0,186000000.0,424.0
1.0,8.0,15.0,2009.0,1.0,4.0,706.0,891227.0,69000000.0,706.0
5.0,16.0,67.0,2004.0,0.0,3.0,585.0,508335.0,249000000.0,585.0
4.0,92.0,5.0,2010.0,0.0,0.0,89.0,5139102.0,291000000.0,89.0
5.0,24.0,30.0,2002.0,0.0,0.0,841.0,4841297.0,162000000.0,841.0
1.0,63.0,30.0,2003.0,0.0,4.0,745.0,3163061.0,279000000.0,745.0
5.0,42.0,97.0,2004.0,1.0,0.0,103.0,1158785.0,417000000.0,103.0
4.0,40.0,19.0,2006.0,0.0,4.0,125.0,4111460.0,177000000.0,125.0
5.0,80.0,33.0,2011.0,0.0,2.0,873.0,2509697.0,339000000.0,873.0
5.0,69.0,59.8,2009.0,1.0,3.0,203.0,679729.0,486000000.0,203.0
2.0,35.0,69.0,2000.0,1.0,2.0,168.0,1902372.0,312000000.0,168.0
2.0,54.0,48.0,2006.0,1.0,4.0,453.0,2793046.0,306000000.0,453.0
1.0,82.0,3.0,2000.0,1.0,3.0,375.0,2246706.0,255000000.0,375.0
4.0,13.0,62.0,2005.0,0.0,1.0,314.0,4601279.0,225000000.0,314.0
5.0,0.0,61.0,2008.0,0.0,4.0,306.0,4150284.0,183000000.0,306.0
5.0,36.0,37.0,2004.0,0.0,2.0,131.0,891640.0,219000000.0,131.0
2.0,52.0,59.0,2007.0,1.0,3.0,483.0,4498217.0,333000000.0,483.0
5.0,35.0,60.0,2006.0,0.0,0.0,559.0,607821.0,285000000.0,559.0
4.0,80.0,77.0,2007.0,1.0,1.0,823.0,4128435.0,471000000.0,823.0
1.0,14.0,68.0,2004.0,0.0,2.0,90.0,3114550.0,246000000.0,90.0
1.0,31.0,65.0,2003.0,0.0,3.0,294.0,2109370.0,288000000.0,294.0
2.0,79.0,80.0,2007.0,1.0,1.0,566.0,5124214.0,477000000.0,566.0
4.0,9.0,78.0,2011.0,0.0,0.0,376.0,4526142.0,261000000.0,376.0
5.0,12.0,47.0,2009.0,1.0,1.0,96.0,5272283.0,177000000.0,96.0
5.0,89.0,34.0,2011.0,0.0,4.0,159.0,4643156.0,369000000.0,159.0
5.0,68.0,8.0,2004.0,0.0,1.0,127.0,4927608.0,228000000.0,127.0
5.0,10.0,33.0,2001.0,0.0,2.0,274.0,3843311.0,129000000.0,274.0
2.0,72.0,81.0,2007.0,0.0,1.0,291.0,1414923.0,459000000.0,291.0
1.0,48.6,38.0,2009.0,0.0,2.0,606.0,1592776.0,348000000.0,606.0
2.0,19.0,49.0,2003.0,0.0,4.0,917.0,3568356.0,204000000.0,917.0
4.0,71.0,72.0,2008.0,0.0,4.0,578.0,1254080.0,429000000.0,578.0
1.0,18.0,96.0,2005.0,0.0,2.0,139.0,5268567.0,342000000.0,139.0
1.0,43.0,61.0,2000.0,1.0,3.0,509.0,2213913.0,312000000.0,405.0
2.0,87.0,43.0,2009.0,1.0,4.0,174.0,2062626.0,390000000.0,174.0
4.0,5.0,34.0,2008.0,1.0,3.0,343.0,947747.0,117000000.0,343.0
2.0,71.0,30.0,2011.0,1.0,0.0,145.0,1677952.0,358800000.0,145.0
2.0,47.0,65.0,2010.2,0.0,4.0,197.0,3050002.0,336000000.0,197.0
2.0,96.0,75.0,2004.0,1.0,0.0,771.0,936312.0,513000000.0,771.0
1.0,48.0,14.0,2004.0,1.0,4.0,965.0,2284119.0,186000000.0,965.0
1.0,60.0,38.0,2006.0,1.0,4.0,652.0,3324010.0,294000000.0,652.0
5.0,67.0,64.0,2004.0,0.0,1.0,793.0,1678922.0,393000000.0,793.0
1.0,37.0,48.0,2007.0,1.0,0.0,875.0,2239548.0,255000000.0,875.0
5.0,40.0,16.0,2004.0,0.0,4.0,554.0,3669334.0,168000000.0,554.0
4.0,94.0,97.0,2004.0,1.0,0.0,44.0,2990977.0,573000000.0,44.0
5.0,72.0,23.0,2010.0,1.0,0.0,50.0,3314352.0,285000000.0,458.8
2.0,47.0,77.0,2003.0,1.0,0.0,793.0,1602758.0,372000000.0,793.0
5.0,36.0,93.0,2001.0,1.0,3.0,46.0,4136938.0,387000000.0,46.0
3.0,77.0,11.0,2000.0,1.0,3.0,382.0,4948267.0,264000000.0,382.0
2.0,45.0,35.0,2008.0,0.0,4.0,120.0,2480020.0,240000000.0,120.0
1.0,29.0,93.0,2010.0,1.0,0.0,879.0,2932162.0,366000000.0,879.0
1.0,42.0,61.0,2006.0,0.0,4.0,232.0,3076999.0,309000000.0,232.0
5.0,71.0,65.0,2003.0,1.0,1.0,753.0,570845.0,408000000.0,753.0
1.0,68.0,18.0,2003.0,0.0,0.0,910.0,3941358.0,258000000.0,910.0
1.0,36.0,47.0,2009.0,1.0,0.0,733.0,2087104.0,249000000.0,733.0
1.0,41.0,42.0,2004.0,1.0,2.0,998.0,3850659.0,249000000.0,998.0
4.0,52.0,6.0,2001.0,1.0,0.0,369.0,2743988.0,174000000.0,369.0
2.0,78.0,53.0,2009.0,1.0,3.0,922.0,909851.0,393000000.0,922.0
4.0,88.0,52.0,2002.0,0.0,0.0,814.0,532323.0,420000000.0,814.0
1.0,86.0,84.0,2007.0,0.0,1.0,897.0,3431658.0,510000000.0,897.0
2.0,86.0,43.0,2001.0,0.0,0.0,563.0,2155576.0,387000000.0,563.0
2.0,4.0,29.0,2003.0,1.0,3.0,916.0,1965417.0,99000000.0,916.0
2.0,69.0,88.0,2003.0,0.0,4.0,615.0,3008256.0,471000000.0,615.0
1.0,31.0,2.0,2006.0,0.0,1.0,309.0,1571242.0,99000000.0,309.0
1.0,56.0,93.0,2010.0,1.0,0.0,119.0,1281067.0,447000000.0,119.0
2.0,66.0,38.0,2004.0,1.0,2.0,635.0,2581067.0,312000000.0,635.0
1.0,23.0,32.0,2006.0,0.0,2.0,931.0,4853626.0,165000000.0,931.0
4.0,18.0,0.0,2011.0,1.0,3.0,554.0,5177416.0,54000000.0,554.0
5.0,95.0,12.0,2007.0,0.0,2.0,739.0,2126686.0,321000000.0,739.0
1.0,17.0,66.0,2012.0,0.0,3.0,702.0,2079842.0,249000000.0,702.0
5.0,42.0,94.0,2010.0,0.0,1.0,264.0,4795896.0,408000000.0,264.0
5.0,97.0,83.0,2008.0,1.0,3.0,121.0,4519623.0,540000000.0,121.0
1.0,93.0,24.0,2005.0,1.0,2.0,158.0,3609971.0,351000000.0,158.0
1.0,2.0,17.0,2009.0,0.0,2.0,230.0,3510416.0,57000000.0,230.0
1.0,19.0,0.0,2001.0,1.0,4.0,203.0,1907070.0,57000000.0,203.0
2.0,5.0,91.0,2003.0,0.0,3.0,795.0,4351947.0,288000000.0,795.0
4.0,23.0,2.0,2012.0,0.0,2.0,774.0,4158690.0,75000000.0,774.0
4.0,47.0,64.0,2003.0,1.0,3.0,959.0,3604491.0,333000000.0,959.0
2.0,5.0,76.0,2006.0,0.0,3.0,627.0,605270.0,243000000.0,627.0
2.0,96.0,3.0,2000.0,1.0,0.0,191.0,3420090.0,297000000.0,191.0
2.0,86.0,97.0,2008.0,1.0,4.0,458.0,4242116.0,549000000.0,458.0
1.0,15.0,41.0,2006.0,1.0,4.0,619.0,2605055.0,168000000.0,619.0
1.0,55.0,79.0,2000.0,0.0,3.0,212.0,1515101.0,402000000.0,212.0
4.0,53.0,69.0,2006.0,1.0,3.0,875.0,4132337.0,366000000.0,875.0
4.0,24.0,17.0,2011.0,1.0,0.0,801.0,2760648.0,123000000.0,801.0
2.0,96.0,48.0,2008.0,0.0,4.0,753.0,972131.0,432000000.0,753.0
1.0,59.0,92.0,2005.0,0.0,4.0,486.0,3501771.0,453000000.0,486.0
2.0,59.0,74.0,2002.0,1.0,2.0,407.0,4433451.0,399000000.0,407.0
5.0,78.0,26.0,2004.0,0.0,4.0,66.0,2388959.0,312000000.0,66.0
1.0,45.0,4.0,2009.0,0.4,4.0,270.0,2992835.0,147000000.0,270.0
4.0,23.0,16.0,2005.0,0.0,0.0,734.0,4508365.0,117000000.0,734.0
5.0,49.0,26.0,2010.0,1.0,3.0,354.0,1379649.0,225000000.0,354.0
1.0,14.0,55.0,2006.0,1.0,0.0,193.0,4579671.0,207000000.0,193.0
4.0,42.0,43.0,2007.0,1.0,1.0,677.0,5046902.0,255000000.0,677.0
5.0,51.0,19.0,2008.0,0.0,0.0,828.0,1152597.0,210000000.0,828.0
1.0,96.0,48.0,2011.0,1.0,0.0,387.0,2201823.0,432000000.0,387.0
2.0,52.0,63.0,2004.0,1.0,1.0,772.0,3268771.0,345000000.0,772.0
5.0,12.0,36.0,2010.0,1.0,0.0,578.2,4673038.0,144000000.0,364.0
1.0,89.0,88.0,2006.0,1.0,4.0,526.0,5063227.0,531000000.0,526.0
4.0,64.0,69.0,2009.0,1.0,0.0,738.0,1784586.0,399000000.0,738.0
4.0,1.0,75.0,2002.0,1.0,2.0,788.0,2348206.0,228000000.0,788.0
4.0,19.0,72.0,2007.0,0.0,4.0,531.0,3412521.0,273000000.0,531.0
5.0,90.0,44.0,2011.0,0.0,4.0,811.0,4628358.0,402000000.0,811.0
1.0,77.0,35.0,2009.0,0.0,2.0,364.0,513849.0,336000000.0,364.0
1.0,44.0,94.0,2010.0,0.0,0.0,479.0,5037654.0,414000000.0,479.0
5.0,84.0,59.0,2007.0,1.0,0.0,787.0,1261525.0,429000000.0,787.0
5.0,59.0,2.0,2006.0,0.0,1.0,67.0,3388557.0,183000000.0,67.0
4.0,27.0,44.0,2004.0,0.0,2.0,927.0,3959711.0,213000000.0,927.0
1.0,56.0,46.0,2000.0,0.0,2.0,104.0,3260029.0,306000000.0,104.0
5.0,69.0,26.0,2012.0,1.0,4.0,957.0,2760248.0,285000000.0,957.0
5.0,18.0,25.0,2010.0,1.0,3.0,756.0,988256.0,129000000.0,756.0
4.0,39.0,3.0,2006.0,1.0,0.0,339.0,2150326.0,126000000.0,339.0
2.0,42.0,17.0,2005.0,0.0,0.0,911.0,2535248.0,177000000.0,911.0
1.0,74.0,61.0,2006.0,0.0,2.0,559.0,3725454.0,405000000.0,559.0
5.0,28.0,72.0,2009.0,1.0,3.0,257.0,4289524.0,300000000.0,257.0
4.0,37.0,54.0,2004.0,0.0,3.0,795.0,5065867.0,273000000.0,795.0
5.0,10.0,94.0,2003.0,0.0,1.0,134.0,4216976.0,312000000.0,134.0
4.0,74.0,13.0,2001.0,1.0,4.0,567.2,3524521.0,261000000.0,730.0
2.0,44.0,84.0,2011.0,1.0,2.0,991.0,4982628.0,384000000.0,991.0
1.0,40.0,38.0,2011.0,1.0,4.0,87.0,3455376.0,234000000.0,87.0
5.0,37.0,34.0,2009.0,0.0,0.0,314.0,5005223.2,213000000.0,314.0
5.0,12.0,20.0,2002.0,1.0,2.0,446.0,777149.0,96000000.0,446.0
4.0,49.0,10.0,2007.0,0.0,4.0,774.0,1403758.0,177000000.0,774.0
4.0,60.0,28.0,2001.0,0.0,3.0,968.0,1363232.0,264000000.0,968.0
1.0,39.0,47.0,2007.0,0.0,0.0,55.0,4119928.0,258000000.0,55.0
1.0,18.0,12.0,2006.0,1.0,0.0,662.0,634706.0,90000000.0,662.0
5.0,55.0,0.0,2012.0,1.0,1.0,830.0,734126.0,165000000.0,830.0
2.0,37.0,92.0,2011.0,0.0,2.0,969.0,533856.0,387000000.0,969.0
2.0,40.0,52.0,2002.0,1.0,0.0,544.0,4982729.0,276000000.0,544.0
4.0,28.0,54.0,2012.0,0.0,2.0,870.0,4589778.0,246000000.0,870.0
4.0,52.0,28.0,2007.0,1.0,2.0,421.0,3362541.0,240000000.0,421.0
5.0,91.0,98.0,2002.0,0.0,0.0,939.0,4507753.0,567000000.0,939.0
