jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,biaya_karyawan,jumlah_pelanggan
1.0,24.0,29.0,2024.0,1.0,4.0,287.0,8678088.0,159000000.0,287.0
2.0,91.0,80.0,2013.0,1.0,1.0,488.0,7584003.0,513000000.0,488.0
5.0,6.0,58.0,2016.0,1.0,1.0,165.0,6569517.0,192000000.0,165.0
4.0,75.0,95.0,2020.0,1.0,3.0,435.0,7064840.0,510000000.0,435.0
5.0,25.0,40.0,2022.0,1.0,0.0,935.0,7831321.0,195000000.0,935.0
2.0,5.0,63.0,2023.0,0.0,1.0,196.0,9973300.0,204000000.0,196.0
5.0,23.0,78.0,2020.0,1.0,3.0,906.0,6527835.0,303000000.0,906.0
1.0,40.0,79.0,2024.0,1.0,0.0,343.0,6724371.0,357000000.0,343.0
1.0,89.0,34.0,2021.0,0.0,4.0,702.0,5489620.0,369000000.0,702.0
5.0,34.0,41.8,2021.0,1.0,3.0,434.0,6124977.0,309000000.0,434.0
5.0,92.0,66.0,2015.0,1.0,4.0,831.0,9667527.0,474000000.0,831.0
2.0,75.0,78.0,2016.0,0.0,4.0,612.0,5407359.0,459000000.0,612.0
5.0,76.0,68.0,2014.0,0.0,0.0,574.0,9057603.0,432000000.0,574.0
2.0,40.0,57.0,2013.0,0.0,3.0,357.0,6775940.0,291000000.0,357.0
1.0,70.0,76.0,2022.0,1.0,3.0,289.0,8330592.0,438000000.0,289.0
1.0,28.0,87.0,2021.0,0.0,4.0,682.0,6703597.0,345000000.0,682.0
5.0,93.0,61.0,2020.0,1.0,1.4,716.0,6916862.0,462000000.0,716.0
1.0,57.0,17.0,2014.0,0.0,1.0,201.0,7944631.0,222000000.0,201.0
4.0,59.0,48.0,2024.0,0.0,2.0,894.0,5461523.0,321000000.0,894.0
4.0,78.0,93.0,2020.0,1.0,0.0,508.0,5873103.0,513000000.0,508.0
4.0,6.0,27.0,2015.0,0.0,0.0,718.0,7673176.0,99000000.0,718.0
4.0,46.0,38.0,2023.0,0.0,4.0,594.2,9629601.0,252000000.0,82.0
4.0,38.0,57.0,2017.0,0.0,0.0,208.0,7754124.0,285000000.0,208.0
2.0,6.0,75.0,2017.0,0.0,2.0,850.0,6396427.0,243000000.0,850.0
1.0,23.0,51.0,2024.0,1.0,1.0,17.0,8366539.0,222000000.0,17.0
4.0,99.0,34.0,2021.0,1.0,4.0,873.0,6701151.0,399000000.0,873.0
5.0,93.0,11.0,2015.0,1.0,2.0,235.0,7514203.0,312000000.0,235.0
2.0,18.0,57.0,2015.0,1.0,2.0,554.0,9827517.0,225000000.0,554.0
1.0,52.0,43.0,2021.0,1.0,4.0,686.0,9712269.0,285000000.0,686.0
5.0,10.0,33.0,2016.0,0.0,3.0,716.0,5725147.0,129000000.0,716.0
1.0,85.0,9.0,2016.0,0.0,4.0,281.0,6453130.0,282000000.0,281.0
3.0,4.0,66.0,2014.0,1.0,2.0,968.0,7929687.0,210000000.0,968.0
4.0,38.0,31.0,2017.0,1.0,0.0,346.0,8148858.0,207000000.0,346.0
5.0,83.0,56.0,2021.0,1.0,1.0,179.0,8614599.0,417000000.0,179.0
5.0,74.0,84.0,2013.0,1.0,4.0,948.0,6797259.0,474000000.0,948.0
5.0,82.0,97.0,2020.0,0.0,0.0,320.0,8371278.0,537000000.0,320.0
1.0,50.0,55.0,2017.0,0.0,1.0,945.0,8058289.0,315000000.0,945.0
1.0,1.0,68.0,2019.0,1.0,1.0,339.0,6078035.0,207000000.0,339.0
2.0,77.0,14.0,2020.0,1.0,4.0,520.0,8834391.0,273000000.0,520.0
2.0,36.0,54.0,2021.0,0.4,1.0,712.0,6164164.0,270000000.0,712.0
2.0,94.0,5.0,2023.0,0.0,2.0,769.0,9700801.0,297000000.0,769.0
2.0,98.0,52.0,2022.0,0.0,3.0,276.0,8186447.0,450000000.0,276.0
1.0,52.0,13.0,2012.0,1.0,2.0,229.0,6589830.0,195000000.0,229.0
2.0,41.0,65.0,2017.0,0.0,3.0,998.0,8471071.0,318000000.0,998.0
5.0,28.0,1.0,2019.0,1.0,4.0,831.0,6432261.0,87000000.0,831.0
4.0,84.0,49.0,2017.0,0.0,2.0,163.0,8118643.0,399000000.0,163.0
2.0,13.0,2.0,2019.0,1.0,3.0,345.0,7434074.0,45000000.0,345.0
1.0,79.0,47.0,2012.0,1.0,2.0,224.0,6418364.0,378000000.0,224.0
5.0,14.0,57.0,2024.0,1.0,2.0,511.0,9289167.0,213000000.0,511.0
2.0,23.0,57.0,2015.0,0.0,4.0,865.0,9332572.0,240000000.0,865.0
5.0,60.0,44.0,2016.0,1.0,2.8,876.0,8546459.0,312000000.0,876.0
5.0,72.0,69.0,2020.0,0.0,0.0,220.0,8167127.0,423000000.0,220.0
2.0,69.0,49.0,2022.0,1.0,1.0,745.0,9746979.0,354000000.0,745.0
2.0,81.0,78.0,2017.0,0.0,1.0,924.0,6502528.0,477000000.0,924.0
1.0,46.0,21.0,2023.0,0.0,3.0,691.0,8153742.6,201000000.0,691.0
2.0,32.0,80.0,2019.0,1.0,2.0,28.0,7798029.0,336000000.0,28.0
1.0,39.0,7.0,2022.0,1.0,4.0,709.0,7654470.0,138000000.0,709.0
2.0,20.0,78.0,2017.0,0.0,0.0,168.0,8987912.0,294000000.0,168.0
5.0,50.0,53.0,2023.0,1.0,4.0,999.0,6423695.0,309000000.0,999.0
4.0,11.0,77.0,2018.0,1.0,1.0,923.0,8862413.0,264000000.0,923.0
4.0,99.0,77.0,2021.0,0.0,1.8,205.0,6771300.0,528000000.0,205.0
4.0,65.0,69.0,2014.0,1.0,2.0,232.0,9159865.0,402000000.0,232.0
2.0,63.0,4.0,2022.0,1.0,2.0,667.0,8888272.0,201000000.0,667.0
1.0,41.0,14.0,2019.0,0.0,3.0,614.0,5422723.0,165000000.0,614.0
4.0,79.0,85.0,2018.0,1.0,4.0,567.0,8182978.0,492000000.0,567.0
2.0,37.0,63.0,2013.0,0.0,3.0,555.0,8840097.0,300000000.0,555.0
1.0,79.0,10.0,2020.0,1.0,0.0,738.0,9414551.0,267000000.0,738.0
2.0,57.0,85.0,2022.0,1.0,3.0,928.0,5479375.0,426000000.0,928.0
5.0,41.0,50.0,2013.0,0.0,3.0,510.0,7701231.0,273000000.0,510.0
2.0,76.0,94.0,2019.0,0.0,4.0,749.0,9213873.0,510000000.0,749.0
5.0,53.0,42.0,2017.0,1.0,3.0,69.0,9207194.0,285000000.0,69.0
5.0,48.0,84.0,2024.0,0.0,0.0,461.0,7096626.0,396000000.0,461.0
1.0,63.0,1.0,2013.0,1.0,0.8,514.0,6834543.0,192000000.0,514.0
2.0,22.0,65.0,2022.0,0.0,4.0,444.0,6606069.0,261000000.0,444.0
1.0,7.0,91.0,2022.0,0.0,1.0,999.0,8335810.0,294000000.0,999.0
2.6,0.0,29.0,2023.0,1.0,2.0,579.0,5532154.0,87000000.0,579.0
5.0,40.0,22.0,2013.0,1.0,0.0,315.0,8805976.8,186000000.0,315.0
4.0,64.0,28.0,2019.0,0.0,4.0,130.0,9727725.0,276000000.0,130.0
5.0,6.0,84.0,2023.0,1.0,0.0,418.0,6623391.0,270000000.0,418.0
3.0,91.0,53.0,2017.0,1.0,0.0,740.0,5730252.0,432000000.0,740.0
2.0,16.0,4.0,2018.0,1.0,1.0,549.0,6626140.0,60000000.0,549.0
2.0,31.0,20.0,2018.0,1.0,1.0,733.0,6575739.0,153000000.0,733.0
2.0,43.0,94.0,2019.0,0.0,1.0,454.8,9275607.0,411000000.0,245.0
4.0,7.0,90.0,2022.0,1.0,0.0,778.0,5456064.0,291000000.0,778.0
4.0,13.0,45.0,2013.0,1.0,2.0,385.0,8587453.0,174000000.0,385.0
1.0,80.0,95.0,2020.0,0.0,3.0,515.0,9203343.0,525000000.0,515.0
5.0,37.0,52.0,2014.0,1.0,1.0,688.0,5280210.0,267000000.0,688.0
4.0,61.0,88.0,2018.0,0.0,2.0,425.0,9468037.0,447000000.0,425.0
2.0,8.0,70.0,2016.0,1.0,0.0,581.0,9936027.0,234000000.0,581.0
2.0,30.0,79.0,2019.0,0.0,3.0,157.0,7165997.0,327000000.0,157.0
2.0,24.0,87.0,2013.0,0.0,4.0,619.0,9558409.0,333000000.0,619.0
5.0,84.0,54.0,2012.0,1.0,4.0,314.0,7194632.0,414000000.0,314.0
2.0,66.0,56.0,2017.0,1.0,1.0,724.0,8087872.0,366000000.0,724.0
1.0,24.0,5.0,2024.0,0.0,0.0,911.0,7604657.0,87000000.0,911.0
5.0,1.0,82.0,2015.0,0.0,2.0,255.0,5754788.0,249000000.0,255.0
4.0,35.0,50.0,2014.0,0.0,2.0,975.0,8047572.0,255000000.0,975.0
5.0,93.0,94.0,2022.0,1.0,0.0,965.0,9170115.0,561000000.0,965.0
2.0,99.0,18.0,2021.0,0.0,3.0,50.0,5853602.0,351000000.0,50.0
5.0,17.0,7.0,2020.0,1.0,2.0,869.0,9268799.0,72000000.0,869.0
5.0,6.0,58.0,2012.0,1.0,1.0,382.0,8839893.0,192000000.0,382.0
2.0,5.0,16.0,2014.0,0.0,3.0,183.0,8820888.0,63000000.0,183.0
4.0,50.0,66.0,2018.0,0.0,3.0,895.0,8122455.0,348000000.0,895.0
2.0,57.0,90.0,2016.0,0.0,0.0,986.0,7977108.0,441000000.0,986.0
4.0,42.0,30.0,2017.0,0.0,2.0,150.0,7745748.0,216000000.0,150.0
4.0,61.0,18.0,2023.0,0.0,2.0,725.0,5866779.0,237000000.0,725.0
5.0,96.0,30.0,2015.0,1.0,2.0,965.0,7029307.0,378000000.0,965.0
4.0,61.0,62.0,2020.0,1.0,2.0,669.0,7010703.0,369000000.0,669.0
2.0,53.0,18.0,2017.0,0.0,2.0,486.0,7005926.0,213000000.0,486.0
2.0,20.0,21.0,2017.0,0.0,3.0,38.0,8944349.0,123000000.0,38.0
2.0,97.0,79.0,2014.0,0.0,0.0,452.0,7980237.0,528000000.0,452.0
5.0,11.0,17.0,2024.0,1.0,4.0,154.0,6938179.0,84000000.0,154.0
4.0,30.0,29.0,2014.0,0.0,2.0,955.0,6803171.0,177000000.0,955.0
5.0,43.0,8.0,2013.0,1.0,3.0,833.0,8026611.0,153000000.0,833.0
4.0,63.0,9.0,2015.0,1.0,1.0,462.0,7850583.0,216000000.0,462.0
5.0,78.0,60.0,2015.0,0.0,3.0,116.0,6530093.0,414000000.0,116.0
5.0,9.0,38.0,2023.0,0.0,0.0,737.0,9167195.0,141000000.0,737.0
4.0,83.0,42.0,2022.0,0.0,1.0,768.0,9246484.0,375000000.0,768.0
1.0,9.0,61.0,2020.0,1.0,2.0,183.0,5694880.0,210000000.0,183.0
5.0,16.0,27.0,2018.0,0.0,3.0,551.0,5916829.0,129000000.0,551.0
1.0,57.0,92.0,2022.0,1.0,3.0,850.0,7335738.0,447000000.0,850.0
4.0,32.0,69.0,2017.0,1.0,4.0,512.0,9010116.0,303000000.0,512.0
2.0,10.0,60.0,2023.0,0.0,1.0,916.0,8504429.0,210000000.0,916.0
4.0,61.0,92.0,2022.0,1.0,4.0,296.0,6228346.0,459000000.0,296.0
2.0,26.0,63.0,2019.0,1.0,3.0,144.0,9450238.0,267000000.0,144.0
2.0,49.0,30.0,2022.0,1.0,4.0,556.0,9371620.0,237000000.0,556.0
1.0,52.0,29.0,2015.0,1.0,0.0,678.0,7175192.0,243000000.0,678.0
1.0,4.0,80.0,2022.0,0.0,0.0,671.0,6377693.0,252000000.0,671.0
5.0,63.0,58.0,2015.0,1.0,0.0,200.0,7680191.0,363000000.0,200.0
5.0,49.0,91.0,2015.0,1.0,0.0,249.0,8761723.0,420000000.0,249.0
5.0,93.0,49.0,2015.0,0.0,3.0,48.0,8859374.0,426000000.0,48.0
2.0,61.0,29.0,2018.0,1.0,0.0,925.0,6657786.0,270000000.0,925.0
5.0,45.0,35.0,2017.0,1.0,4.0,463.0,9472352.0,240000000.0,463.0
2.0,52.0,77.0,2013.0,0.0,0.0,158.0,8509523.0,387000000.0,158.0
2.0,26.0,77.0,2019.0,1.0,3.0,918.0,7787405.0,309000000.0,918.0
2.0,30.0,57.0,2019.0,1.0,3.0,76.0,7013226.0,261000000.0,76.0
2.0,1.0,31.0,2012.0,1.0,1.0,336.0,8120722.0,96000000.0,336.0
1.0,39.0,65.0,2019.0,1.0,2.0,898.0,8702354.0,312000000.0,898.0
5.0,89.0,70.0,2016.0,1.0,0.0,860.0,9687373.0,477000000.0,860.0
5.0,35.0,62.0,2014.0,1.0,4.0,800.0,9776274.0,291000000.0,800.0
2.0,77.0,77.0,2013.0,0.0,0.0,318.0,8698635.0,462000000.0,318.0
5.0,60.0,90.0,2018.0,0.0,1.0,704.0,9271314.0,450000000.0,704.0
4.0,8.0,94.0,2023.0,0.0,0.0,474.0,9423283.0,306000000.0,474.0
5.0,1.0,63.0,2018.0,0.0,0.0,553.0,7327079.0,192000000.0,553.0
5.0,50.0,45.0,2022.0,1.0,4.0,536.0,6880044.0,285000000.0,536.0
2.0,7.0,84.0,2012.0,0.0,1.0,280.0,8627260.0,273000000.0,280.0
4.0,34.0,33.0,2019.0,1.0,4.0,851.0,7518525.0,201000000.0,851.0
1.0,30.0,51.0,2019.0,0.0,2.0,861.0,5969623.0,243000000.0,861.0
2.0,91.0,84.0,2020.0,1.0,0.0,960.0,5700597.0,525000000.0,960.0
5.0,77.0,70.0,2015.0,0.0,0.0,26.0,8781799.0,441000000.0,26.0
5.0,60.0,99.0,2018.0,0.0,4.0,220.0,7152172.0,477000000.0,220.0
1.0,4.0,13.0,2016.0,1.0,4.0,742.0,7109462.0,51000000.0,742.0
4.0,75.0,45.0,2017.0,0.0,0.0,530.0,7431194.0,360000000.0,530.0
1.0,52.0,57.0,2022.0,0.0,0.0,653.0,5157843.0,327000000.0,653.0
5.0,52.0,54.0,2017.0,1.0,2.8,292.0,9820703.0,318000000.0,292.0
4.0,42.0,17.0,2016.0,1.0,2.0,323.0,9559503.0,177000000.0,323.0
1.0,79.0,44.0,2014.0,1.0,4.0,869.0,9556446.0,415200000.0,869.0
4.0,75.0,31.0,2015.0,1.0,0.0,138.0,7484877.0,318000000.0,138.0
5.0,88.0,50.0,2013.0,1.0,2.0,298.0,8720883.0,414000000.0,298.0
2.0,55.0,52.0,2019.0,1.0,2.0,363.0,8752014.0,321000000.0,363.0
4.0,1.0,69.0,2013.0,1.0,3.0,207.0,6890582.0,210000000.0,207.0
1.0,39.0,60.0,2022.0,0.0,3.0,391.0,8668510.0,297000000.0,391.0
5.0,91.0,75.0,2015.0,1.0,2.8,864.0,6712826.0,498000000.0,864.0
2.0,32.0,3.0,2014.0,1.0,1.0,332.0,5451850.0,105000000.0,332.0
4.0,10.0,86.0,2015.0,1.0,4.0,802.0,5116131.0,288000000.0,802.0
1.0,58.0,97.0,2021.0,1.0,2.0,157.0,8117644.0,465000000.0,157.0
4.0,22.0,73.0,2024.0,1.0,4.0,950.0,7538649.0,285000000.0,950.0
5.0,17.0,67.0,2024.0,1.0,0.0,343.0,8436472.0,252000000.0,343.0
5.0,87.0,61.0,2013.0,1.0,2.0,993.0,9194360.0,444000000.0,993.0
2.0,46.0,24.0,2024.0,0.0,4.0,151.0,8955054.0,210000000.0,151.0
5.0,58.0,57.0,2017.0,0.0,4.0,598.0,8935878.0,345000000.0,598.0
4.0,10.0,40.0,2013.0,1.0,2.0,663.0,7393726.0,150000000.0,663.0
1.0,84.0,94.0,2012.0,0.0,0.0,509.0,6656148.0,534000000.0,509.0
4.0,72.0,90.0,2012.0,1.0,3.0,196.0,8524869.0,486000000.0,196.0
4.0,77.0,88.0,2015.0,1.0,3.0,790.0,5450930.0,495000000.0,790.0
2.0,47.0,33.0,2015.0,1.0,4.0,577.0,8081887.0,240000000.0,577.0
2.0,5.0,79.0,2024.0,1.0,1.0,419.0,9189559.0,252000000.0,419.0
5.0,16.0,7.0,2017.0,0.0,4.0,473.0,8970920.0,69000000.0,473.0
1.0,74.0,1.0,2016.0,1.0,3.0,155.0,5824996.0,225000000.0,155.0
4.0,84.0,36.0,2024.0,1.0,4.0,30.0,8333999.0,360000000.0,30.0
2.0,42.0,68.0,2020.0,1.0,0.0,594.0,7452786.0,330000000.0,594.0
2.0,81.0,57.0,2023.0,1.0,2.0,710.0,8047354.0,414000000.0,710.0
1.0,49.0,63.0,2013.0,1.0,1.0,626.0,7035824.0,336000000.0,626.0
4.0,77.0,20.0,2023.0,1.0,4.0,353.0,7666862.0,291000000.0,353.0
6.0,82.0,77.0,2023.0,0.0,1.4,951.0,8312812.0,477000000.0,951.0
5.0,60.0,2.0,2023.0,1.0,3.0,239.0,9995099.0,186000000.0,239.0
5.0,75.0,38.0,2016.0,1.0,0.0,187.0,9697936.0,339000000.0,187.0
2.0,17.0,34.0,2015.0,1.0,4.0,51.0,9756823.0,153000000.0,51.0
2.0,99.0,74.0,2012.0,1.0,3.0,242.0,5772611.0,519000000.0,242.0
2.0,74.0,36.0,2022.0,1.0,4.0,749.0,7711293.0,330000000.0,749.0
4.0,87.0,4.0,2021.0,1.0,1.4,371.0,6868092.0,273000000.0,371.0
5.0,97.0,3.0,2016.0,1.0,3.0,414.0,5618647.0,300000000.0,414.0
1.0,65.0,64.0,2016.0,1.0,3.0,405.4,5877548.0,387000000.0,438.0
4.0,62.0,40.0,2013.0,1.0,0.0,291.0,9363579.0,306000000.0,291.0
5.0,14.0,4.0,2017.0,1.0,3.0,480.6,6420504.0,54000000.0,28.0
2.0,97.0,79.0,2018.0,1.0,4.0,846.0,6411019.0,528000000.0,846.0
3.2,38.0,45.0,2017.0,0.0,3.0,766.0,6527055.0,249000000.0,766.0
5.0,14.0,39.0,2021.0,0.0,2.0,442.0,8731992.0,159000000.0,442.0
4.0,5.0,1.0,2023.0,0.0,2.0,722.0,8583503.0,18000000.0,722.0
1.0,34.0,40.0,2021.0,0.0,1.0,942.0,9619374.0,222000000.0,942.0
4.0,74.0,57.0,2021.0,0.0,4.0,108.0,6661248.0,393000000.0,108.0
4.0,12.0,46.0,2015.0,1.0,0.0,437.0,9754251.0,174000000.0,437.0
1.0,86.0,31.0,2016.0,0.0,3.0,989.0,6809286.0,351000000.0,989.0
1.0,95.0,59.0,2024.0,0.0,3.0,96.0,9441475.0,462000000.0,96.0
5.0,25.0,46.0,2016.0,0.0,2.0,770.0,7200238.0,213000000.0,770.0
1.0,0.0,57.0,2019.0,0.0,1.0,324.2,7674845.0,171000000.0,416.0
3.2,86.0,39.0,2017.0,1.0,0.0,733.0,9352631.0,375000000.0,733.0
5.0,3.0,26.0,2022.0,1.0,3.0,248.0,6207765.0,87000000.0,248.0
4.0,69.0,13.0,2022.0,0.0,2.0,348.0,5306035.0,246000000.0,348.0
5.0,51.2,36.0,2017.0,0.0,1.0,227.0,6721578.0,393000000.0,227.0
5.0,72.0,91.0,2023.0,0.0,2.0,262.0,7552088.0,489000000.0,262.0
2.0,9.0,88.0,2019.0,1.0,2.0,512.0,6616922.2,291000000.0,512.0
1.0,1.0,27.0,2013.0,1.0,3.0,720.0,7342311.0,84000000.0,720.0
4.0,56.0,12.0,2020.0,1.0,2.0,328.0,9138985.0,204000000.0,328.0
2.0,63.0,19.0,2017.0,1.0,4.0,944.0,6407557.0,246000000.0,944.0
4.0,69.0,30.0,2015.0,0.0,3.0,49.0,9480781.0,297000000.0,49.0
4.0,81.0,76.0,2023.0,0.0,3.0,990.0,7796611.0,471000000.0,475.6
1.0,21.4,8.0,2023.0,0.0,1.0,404.0,7608177.0,108000000.0,404.0
1.0,78.0,71.0,2021.0,1.0,2.0,783.0,5328911.0,447000000.0,783.0
1.0,9.0,69.0,2021.0,0.0,1.0,516.0,9727072.0,234000000.0,598.0
5.0,64.0,97.0,2016.0,1.0,4.0,254.0,5490895.0,483000000.0,254.0
1.0,92.0,50.0,2018.0,0.0,1.0,941.0,7847588.0,426000000.0,941.0
5.0,79.0,17.0,2022.0,1.0,3.0,903.0,8812922.0,288000000.0,903.0
1.0,73.0,33.0,2023.0,0.0,3.0,580.0,6082794.0,318000000.0,580.0
1.0,90.0,68.0,2018.0,0.0,2.0,136.0,7299353.0,474000000.0,136.0
1.0,25.0,94.0,2017.0,0.0,2.0,455.0,6567151.0,357000000.0,455.0
5.0,55.0,41.0,2020.0,1.0,1.0,813.0,7145482.0,288000000.0,813.0
2.0,74.0,64.6,2013.0,1.0,1.0,410.0,7261396.0,408000000.0,410.0
2.0,80.0,25.0,2014.0,0.0,0.0,142.0,6033478.0,315000000.0,142.0
1.0,90.0,34.0,2016.0,0.0,3.0,202.0,5813996.0,372000000.0,202.0
