nama_usaha,laba,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,omset,biaya_karyawan,jumlah_pelanggan
UD. Olivia Kusumasari,26743044.0,4.0,0.3904693824352211,0.4445707636803643,1.1020621989281691,1.0,2.0,0.5951596197076153,0.6545060590673956,0.5775714943063813,0.5932358159280292,0.5952872304351831
UD. Dea Tunggul Ziva,42316256.0,5.0,-0.3010816676692812,0.548268553672221,0.272922194920046,1.0,4.0,1.2001526635706101,-0.4701471203296383,1.458308133170183,0.17657480353900773,1.2006357705884165
UD. Iqra Panji,30340026.0,4.0,0.5633571449613467,-0.2813137662626329,-1.3853578130962003,0.0,3.0,0.46853316866652334,-0.167584498943971,0.6727775794378346,0.201084274856009,0.4685863731938086
UD. Tono Surapati,30303492.0,2.0,-1.44214090034171,-0.6615389962327742,-0.4180278084200566,1.0,4.0,-0.7555225247306986,0.14671110249022784,0.7306898366866366,-1.4900692460170781,-0.7561885801394779
UD. Qisha Kusumah,36411826.0,5.0,0.4596244874456713,-1.5256872461649136,0.13473219425202548,1.0,2.0,-1.3921721813539665,0.24899266965651293,1.1807230448839205,-0.7547851065070402,-1.3932123346030552
UD. Tari Jayeng,14467426.0,4.0,-1.2346755853103593,-1.0763301562002012,0.549302196256087,1.0,2.0,-1.149471483525207,0.2961889022248995,-0.35623807066409124,-1.6371260739190858,-1.1503690248904206
UD. Uli Widhi,1443409.0,2.6,-0.7160122977319826,-0.41957748625177516,0.549302196256087,0.0,0.0,-0.6077916651827581,-0.45070588356029917,-1.417556180403002,-0.8038040491410428,-0.6083709133578744
UD. Clarissa Cahaya,14100697.0,2.0,-0.8543225077528831,0.9976256436369335,-0.9707878110921387,1.0,3.0,0.15900184389940974,-1.3622643498406435,-0.7012444281843854,0.10304638958800394,0.15887316660378212
UD. Nisa Hastinapura,19215487.0,4.0,1.4969510626024247,-0.5924071362382031,-0.0034578064159950473,0.0,1.0,1.7277628762418265,-0.46358360709125696,-0.1679421610666093,0.6422547585620317,1.7285560090941436
UD. Chiko Suryaatmaja,1438940.0,5.0,0.6325122499717969,1.377850873607075,-0.8325978104241182,1.0,3.0,1.456922967070602,-0.9883326283176476,-1.5213372849888396,1.4265578407060722,1.4575569533278705
UD. Damar Panji,-966481.0,2.0,1.53152861510765,0.0989114637075085,-0.5562178090880772,0.0,1.0,-1.0720886523334285,-0.4980880866080822,-1.5964583387665903,1.1569536562190583,-1.072940723242914
UD. Qayla Sukarela,30437016.0,2.0,-0.9926327177737835,-0.6961049262300598,0.41111219558806655,1.0,3.0,-1.5539726465731394,0.3928596521677269,0.7944441795236376,-1.195955590213063,-1.555107874411478
UD. Kinan Buana,13830054.0,5.0,0.11384896239342017,0.8593619236477912,-1.1089778117601592,0.0,4.0,-0.991188419723842,1.2683503154367295,-0.21405026605128388,0.6912737011960343,-0.9919929533387026
UD. Niken Lintang,19447906.0,2.2,0.2521591724143206,0.5137026236749355,0.549302196256087,0.0,1.0,-0.9313925956211041,-1.178532471785814,-0.2891594837616603,0.5442168732940267,-0.9321619929747202
UD. Lidya Pamungkas,16610775.0,1.0,0.9782877750240481,-1.2491598061866291,-1.6617378144322414,0.0,3.0,-1.089675659422469,1.1207281935761921,-0.046550608641696335,-0.19106726621601122,-1.0905380645264382
UD. Farid Agastya,2465437.0,4.0,0.07927140988819506,-1.3874235261757712,-0.5562178090880772,0.0,0.0,1.0137303884267803,-1.3866235539726026,-1.5256687924783847,-0.9263514057260491,1.0141039529830598
UD. Yumna Sentosa,3640941.0,5.0,1.6698388251285503,-1.1454620161947724,1.6548222016002512,0.0,2.0,-0.3545387631005742,-0.7045105596509953,-1.311578639885835,0.37265057407501784,-0.3549691988751254
UD. Yusuf Suryaputra,13373861.0,0.0,-1.0963653752894589,0.8593619236477912,0.6874921969241076,0.0,3.0,1.6327930379610074,0.32835850040788594,-0.427091728983908,-0.16655779489900996,1.6335303661631126
UD. Krisna Trisula,11729890.0,0.0,-0.5777020877110821,-1.2145938761893436,0.6874921969241076,1.0,3.0,1.6046538266185426,1.1314160048871713,-0.38836566649617627,-1.2694840041640667,1.6053746201094738
UD. Heri Wiyata,5066991.0,3.0,1.0820204325397234,0.8939278536450768,-0.0034578064159950473,1.0,2.0,-1.1037452650937014,-0.7106677200702232,-1.2122943954688739,1.4020483693890708,-1.1046159375532576
UD. Anang Baswara,42319881.0,3.0,-1.2692531378155845,-1.6293850361567703,-0.5562178090880772,1.0,1.0,0.38059813322132063,0.03429926936753197,1.5556442172595488,-2.053787086308107,0.38059966677618745
UD. Gilang Galang,36037162.0,3.0,-0.9926327177737835,-0.9726323662083444,1.1020621989281691,1.0,1.0,0.018305787187085386,0.19426097183636426,1.1437938101480694,-1.392031360749073,0.01809443633558828
UD. Sekar Trijaya,2048411.0,0.0,1.2894857475710741,0.20260925369936522,-0.8325978104241182,1.0,4.0,-1.3288589558334205,-1.3391432405144295,-1.5459118494220914,1.0589157709510533,-1.3298619059823678
UD. Diyan Prawira,27972433.0,5.0,-1.3038306903208094,0.30630704369122197,-1.1089778117601592,1.0,4.0,0.943382360070618,-1.3491940663251138,0.27857333972589954,-0.7057661638730377,0.9437145878489629
UD. Fajar Darussalam Lukita,10056449.0,1.0,0.4596244874456713,-0.8343686462192021,1.5166322009322308,0.0,4.0,-1.3007197444909555,-0.3452770955054891,-0.7904537838711709,-0.264595680167015,-1.3017061599287292
UD. Yumna Wira,5567269.0,5.0,0.1830040674038704,-0.004786326284348239,-0.6944078097560977,0.4,0.0,1.5905842209473102,1.559870756566426,-0.7400833560288657,0.1275558609050052,1.5912967470826547
UD. Sani Segar,44281523.0,3.0,0.7362449074874723,1.2741530836152182,1.3784422002642103,1.0,2.0,1.133322036632256,-0.22953463360021786,1.6430725266176196,1.4265578407060722,1.1337658737110246
UD. Nazar Baruna,11120279.0,5.0,-0.3010816676692812,1.032191573634219,-1.6617378144322414,0.0,1.0,-1.5539726465731394,1.1893318980415517,-0.420168545456068,0.5197074019770254,-1.555107874411478
UD. Nazar Dwijaputra Dito,10063419.0,0.0,0.5287795924561216,0.37543890368579313,-1.6617378144322414,1.0,2.6,-1.1354018778539745,0.41905205663949957,-0.6428676052911394,0.6422547585620317,-1.1362911518636012
UD. Lutfi Reswara,18916365.0,3.0,0.4250469349404462,0.16804332370207964,1.5166322009322308,1.0,4.0,-0.959531806963569,-1.0869167509132567,-0.3089765831854536,0.42166951670902036,-0.9603177390283589
UD. Ujang Wibawa,2859830.0,5.0,-0.3010816676692812,0.4791366936776498,1.3784422002642103,0.0,2.0,1.0066955855911641,1.0891113816607028,-1.0214275934037842,0.1275558609050052,1.0070650164696502
UD. Jafar Sanjaya,10486347.0,1.0,1.3932184050867493,-1.6293850361567703,1.1020621989281691,1.0,4.0,1.003178184173356,-0.25261657197899995,-0.7423337587911996,-0.16655779489900996,1.0035455482129452
UD. Xenia Nirbayu,15890269.0,3.0,-0.5777020877110821,-0.6961049262300598,-0.0034578064159950473,1.0,3.0,-0.2032905021348255,0.004146425851857914,-0.31219838890586965,-0.9018419344090478,-0.20363206383681703
UD. Jihan Gatra,844616.0,1.0,-0.7505898502372077,0.2717411136939364,0.6874921969241076,0.0,4.0,-1.0931930608402771,-1.1070209651199714,-1.5860506310942923,-0.3381240941180188,-1.0940575327831432
UD. Dewi Mandiri,39753473.0,4.0,-0.8543225077528831,-1.2837257361839147,-1.5235478137642209,0.0,2.0,0.011270984351469168,-0.05141664787126159,1.3583376082038545,-1.5145787173340794,0.011055499822178587
UD. Fikri Jaladara,22889862.0,2.0,-0.9580551652685584,0.7556641336559344,-0.5562178090880772,0.0,1.0,1.066491409693902,1.2074746362077038,0.41252288918223606,-0.1420483235820087,1.0668959768336326
UD. Lukman Wangi,17052948.0,5.0,-0.5085469827006319,-0.9035005062137733,1.3784422002642103,1.0,2.0,0.9328301558171938,-1.0517987152478716,-0.43350102991991085,-0.9998798196770529,0.9331561830788483
UD. Jasmin Prajurit,37471339.0,5.0,-1.44214090034171,0.6519663436640778,-0.9707878110921387,1.0,1.0,-0.3334343545937255,1.411476564349497,1.4790886743876936,-0.5587093359710301,-0.33385238933489636
UD. Ony Mayang,28277547.0,2.0,1.1857530900553988,-1.491121316167628,1.1020621989281691,1.0,2.0,0.4157721473994017,0.15746993402365358,0.590026912087227,-0.21557673753301249,0.4157943493432359
UD. Gema Prana,-7608569.0,1.0,-0.3010816676692812,0.02977960371293734,1.6548222016002512,1.0,2.0,0.007753582933661058,1.722959545324636,-1.6369713656167237,-0.19106726621601122,0.007536031565473742
UD. Celsi Cahyaningrat,2339389.0,2.0,1.7044163776337755,0.13347739370479408,0.8256821975921281,1.0,1.0,-0.6007568623471419,-0.5914240344150562,-1.3815131007590244,1.3040104841210658,-0.6013319768444647
UD. Ucup Tirtayasa,30499396.0,3.0,0.5633571449613467,0.02977960371293734,1.5166322009322308,1.0,3.0,0.7745470920158288,1.658841829549283,1.0355013321202653,0.42166951670902036,0.7747801115271302
UD. Hilmiyah Tunggul,616396.0,1.0,-1.5112960053521602,-0.7998027162219166,1.2402521995961897,0.0,2.0,-0.4072997843676958,-0.6732159013218619,-1.5186435933222227,-1.6371260739190858,-0.4077612227256981
UD. Cipta Nawasena Qira,4430004.0,5.0,-0.9580551652685584,-1.3182916661812003,0.272922194920046,1.0,2.0,1.25643108625554,-0.5846694255265864,-1.2329235336578872,-1.6126166026020845,1.2569472626956941
UD. Ony Nawasena,19350377.0,4.0,-0.6468571927215323,-0.31587969625991846,-0.5562178090880772,0.0,0.0,0.6162640282144639,1.486487830430752,0.2168524050827023,-0.6812566925560365,0.6164040399754122
UD. Livia Wijaya,21481690.0,1.0,-0.9580551652685584,1.3432849436097893,0.13473219425202548,1.0,4.0,-1.413276589860815,-1.6834035184831808,-0.2430361609760758,0.2746126888070128,-1.4143291441432841
UD. Carissa Rejo,47340164.0,4.0,-1.2000980328051343,-0.5924071362382031,-0.5562178090880772,1.0,0.0,-0.4037823829498877,-1.284600807926265,1.6555148401810151,-1.2694840041640667,-0.4042417544689933
UD. Qisya Berkarya Pandu,18710881.0,5.0,0.6325122499717969,0.9976256436369335,1.1020621989281691,0.0,2.0,0.19769325949529895,-0.8588847278146563,-0.27956874654932184,1.1569536562190583,0.19758731742753544
UD. Ujang Kusumah Erlangga,9315093.0,1.0,-1.3038306903208094,-0.6615389962327742,1.3784422002642103,0.0,2.0,0.4509461615774828,0.1386459142390828,-0.7495534076256547,-1.392031360749073,0.4509890319102844
UD. Nina Sanjaya,9341456.0,4.0,-1.4075633478364848,-1.3528575961784859,1.2402521995961897,1.0,2.0,-0.49875222123070667,-1.429527822170038,-1.0494910500539771,-1.955749201040102,-0.4992673974000241
UD. Jihan Prima,27276813.0,1.0,0.28673672491954577,-0.4887093462463463,-1.5235478137642209,0.0,3.0,-0.19977310071701737,1.318211270681349,0.742907053611573,-0.1420483235820087,-0.20011259558011218
UD. Mira Kelana,22991531.0,2.0,-1.6841837678782858,-1.5256872461649136,-0.6944078097560977,0.0,0.0,-0.9032533842786392,1.1895039573433555,0.41622729645928563,-2.274372328161119,-0.9040062469210814
UD. Jaya Ayodya,18160229.0,1.0,1.0128653275292732,-0.17761597627077613,0.272922194920046,1.0,4.0,1.298639903269237,1.5864608742839001,0.15224297683068508,0.9706816742098486,1.2991808817761523
UD. Niken Arya,15004732.0,5.0,0.044693857382969944,0.34087297368850755,1.5166322009322308,0.0,3.0,-1.219819511881369,0.15800331785924518,-0.3449771798018909,0.2746126888070128,-1.2207583900245176
UD. Sekar Siang,9208418.0,2.0,-1.7187613203835108,1.377850873607075,-0.1416478070840156,1.0,1.0,0.3665285275500882,-0.23677869628977613,-0.8293194133200255,-0.24008620885001375,0.36652179374936805
UD. Hanafi Bagaskara,19768611.0,5.0,0.667089802477022,0.7556641336559344,-0.5562178090880772,1.0,2.0,0.6655076480637775,-1.445035490433247,-0.31785342235788444,1.0098968283170506,0.6656765955692799
UD. Gema Wijaksana,22445156.0,5.0,0.11384896239342017,-0.45414341624906074,-0.2798378077520361,0.0,3.0,0.9961433813377397,-0.49909701306716964,0.052762450963098916,-0.24008620885001375,0.9965066116995356
UD. Eddy Wira,29581544.0,5.0,-1.0963653752894589,-0.6961049262300598,0.549302196256087,1.0,1.0,0.3946677388925531,-0.24802002603549408,0.6038605976421488,-1.2694840041640667,0.39467753980300685
UD. Marsel Gandewa,39559611.0,1.0,1.6006837201181001,-0.41957748625177516,0.13473219425202548,1.0,2.0,-1.4906594210525934,-1.0164862891798105,1.1589518670988446,0.8383305290980418,-1.4917574457907907
UD. Niken Ananta,42340076.0,5.0,-0.7851674027424328,-1.180027946192058,-0.9707878110921387,1.0,3.0,0.36090068528159513,-1.3800256288738606,1.2848802264200223,-1.392031360749073,0.5847288256650686
UD. Qyla Prana Balqis,45004857.0,1.0,-1.5804511103626104,0.9976256436369335,0.9638721982601486,1.0,2.0,1.0875958182007506,-0.3043914123934703,1.6796272343644105,-0.4116525080690226,1.0880127863738616
UD. Prananda Manggala,42206075.0,4.0,0.8745551175083727,-0.41957748625177516,1.2402521995961897,0.4,0.0,-0.2912255375800282,-1.2706804782431007,1.2964829541804397,0.3236316314410153,-0.29161877025443816
UD. Qanita Mandiri,3394348.0,5.0,-0.7160122977319826,0.0989114637075085,-1.3853578130962003,1.0,2.0,0.6479206409747369,1.4050818156603317,-0.9229608126162562,-0.43616197938602386,0.6480792542857557
UD. Tania Madani,15866530.0,4.0,1.0474428800344984,-1.4565553861703424,1.6548222016002512,1.0,4.0,-1.3886547799361584,0.6179240550021954,-0.19574938094870364,-0.2891051514840163,-1.3896928663463501
UD. Wulan Sukma Fikri,30988503.0,2.0,-1.0963653752894589,1.6889442435826452,-0.0034578064159950473,1.0,4.0,0.2610064850158449,0.6590297543703505,0.8775464767091585,0.42166951670902036,0.2609377460482227
UD. Chiko Tejakencana Pandu,34065515.0,3.0,-0.3010816676692812,-1.4219894561730568,0.41111219558806655,1.0,2.0,1.4111967486390966,0.6546623767735024,1.0934900306375268,-1.2204650615300643,1.4118038659907075
UD. Candra Kalbu,29418973.0,5.0,-0.8889000602581082,-1.00719829620563,-0.1416478070840156,1.0,3.0,1.4780273755774507,0.19241810688895997,0.6771693240559814,-1.3430124181150707,1.4786737628680995
UD. Delia Paseban,25961847.0,1.0,-0.543124535205857,-0.31587969625991846,1.2402521995961897,0.0,1.0,1.555410206769229,1.6094977843773166,0.7063221216213083,-0.6077282786050326,1.556102064515606
UD. Taufan Jatiwangi,2851153.0,5.0,-1.44214090034171,0.6519663436640778,-0.0034578064159950473,1.0,1.0,-0.28770813616222013,0.2828857895265036,-1.177197003517552,-0.5587093359710301,-0.28809930199773337
UD. Kamil Nirmala,2188941.0,5.0,1.566106167612875,-1.0763301562002012,1.2402521995961897,1.0,4.0,0.3735633303857044,-1.723610848645748,-1.610001899765276,0.3481411027580166,0.37356073026277775
UD. Damar Wibawa,9498461.0,3.0,-0.4048143251849565,1.032191573634219,0.8256821975921281,1.0,4.0,1.6996236648993615,-0.9404503550437712,-0.9443066669564569,0.44617898802602163,1.7004002630405048
UD. Berlian Cempaka,3077285.0,5.0,0.1830040674038704,-1.1108960861974868,1.1020621989281691,1.0,3.0,-0.2947429389978363,1.1595660049131256,-0.9925482935381434,-0.6567472212390352,-0.295138238511143
UD. Riko Wening,20055752.0,0.0,-0.4393918776901817,0.8939278536450768,-0.5562178090880772,1.0,0.0,-1.5328682380662908,0.2785879678176187,0.03408774339927818,0.3236316314410153,-1.533991064871249
UD. Fani Manik,32524657.0,0.0,-1.2346755853103593,1.032191573634219,1.5166322009322308,1.0,4.0,-1.70170350612108,-1.5518711378430183,0.5602849883588973,-0.1420483235820087,-1.7029255411930815
UD. Xenia Paningrat Najwa,19534926.0,1.0,-0.16277145764838075,-1.5602531761621992,-0.4180278084200566,0.4,4.0,-0.8082835459978203,-0.8163696065061941,-0.21333044997768907,-1.2204650615300643,-0.8089806039900506
UD. Wira Gatra,20190908.0,1.0,-0.47396943019540677,0.5828344836695066,0.8256821975921281,1.0,2.0,1.6996236648993615,-0.5798759265950584,-0.12160149144858477,0.07853691827100268,1.7004002630405048
UD. Jay Wiyata,-1701818.0,5.0,1.3586408525815243,0.7210982036586489,0.549302196256087,1.0,0.0,1.2669832905089642,1.6343911045121091,-1.2378693189536056,1.4755767833400746,1.2675056674658087
UD. Lono Senopati,13740666.0,5.0,0.32131427742477087,-0.6269730662354887,1.2402521995961897,1.0,0.0,0.4509461615774828,-0.44939530419762386,-0.5295016110738686,-0.21557673753301249,0.4509890319102844
UD. Via Wijapranata Yusuf,37995155.0,3.0,0.3904693824352211,1.5506805235935028,-0.8325978104241182,0.0,4.0,0.7745470920158288,0.4320736510334549,1.3275069071826466,1.3775388980720695,0.7747801115271302
UD. Krisna Segar,-6337691.0,3.4,-0.6814347452267575,0.9630597136396479,1.6548222016002512,1.0,2.0,1.6785192563925129,1.3662824431035885,-1.616076972703517,0.201084274856009,1.6792834535002756
UD. Pasha Atma,8775945.0,3.0,-0.7160122977319826,1.3087190136125038,1.5166322009322308,1.0,3.0,0.31376750628296657,0.35714292334878894,-0.7454881411992509,0.42166951670902036,0.31372976989879536
UD. Vidi Warna,-387145.0,4.0,0.5287795924561216,-0.0739181862789194,0.549302196256087,0.0,1.0,-1.705220907538888,-0.23493143833892152,-1.504998016695215,0.1569672264854067,-1.7064450094497865
UD. Gusti Sanjaya,19366444.0,4.0,-1.5112960053521602,-0.5924071362382031,0.13473219425202548,0.0,4.0,1.4111967486390966,-1.3671669416911874,0.08247047281273498,-1.4900692460170781,1.4118038659907075
UD. Pandu Adhi,25122363.0,1.0,-0.7160122977319826,0.6519663436640778,-1.2471678124281798,1.0,1.0,1.3302965160295102,0.9815593086049105,0.5263313973231879,-0.04401043831400365,1.330856096086496
UD. Zulkarnaen Agastya,32973220.0,5.0,-0.6122796402163072,0.7556641336559344,0.41111219558806655,0.0,1.0,1.4604403684884102,1.5696027235433423,1.19261505176719,0.10304638958800394,1.4610764215845753
UD. Qanitah Nusa,30357587.0,5.0,-0.4393918776901817,-1.663950966154056,0.9638721982601486,0.0,1.0,1.1509090437212965,-0.008967055530933047,0.7045407230286838,-1.4900692460170781,1.1513632149945487
UD. Wira Kamajaya,23568479.0,5.0,1.1511755375501735,0.13347739370479408,-1.6617378144322414,1.0,4.0,0.060514604200782696,0.5944057449473494,0.3423482547752417,0.9118589430490456,0.06032805541604644
UD. Anisa Galuh,35976338.0,2.0,-1.0963653752894589,-0.2813137662626329,-0.9707878110921387,0.0,3.0,1.3725053330432073,1.525083294410677,1.3956253066944724,-0.9753703483600517,1.373089715166954
UD. Iqra Abadi,-2149028.0,5.0,-1.44214090034171,-0.5232752762436319,0.549302196256087,1.0,0.0,-0.8399401587580932,1.5534719809574313,-1.2849493905186185,-1.392031360749073,-0.8406558183003943
UD. Ucup Jatiwangi,43864242.0,2.0,1.220330642560624,0.37543890368579313,0.6874921969241076,0.0,2.0,-0.3263995517581093,0.1711281478342828,1.6907814597146775,1.132444184902057,-0.32681345282148666
UD. Desi Tirta,12245570.0,1.0,-0.6468571927215323,0.34087297368850755,0.6874921969241076,0.0,0.0,0.12031042830352055,1.6199758297735434,-0.2580112520520223,-0.21557673753301249,0.12015901578002883
UD. Lukita Panji,31172085.0,4.0,-0.7160122977319826,1.6543783135853596,1.1020621989281691,0.0,2.0,0.46853316866652334,-0.9667818712914705,0.4719955346465591,0.6667642298790329,0.4685863731938086
UD. Okta Tejakencana,21437147.0,5.0,-1.5458735578573854,1.5161145935962173,1.6548222016002512,1.0,0.0,1.3478835231185506,-0.18071408800607977,0.043018197138803616,-0.01950096699700238,1.34845343737002
UD. Farhan Sukarela Qomar,17263737.0,5.0,0.35589182992999596,-0.039352256281633816,-0.1416478070840156,0.0,4.0,-0.8258705530868609,0.9318843238396874,-0.036890616344661425,0.22559374617301026,-0.8265779452735749
UD. Qamar Bahagia,40706670.0,3.0,1.0474428800344984,-0.9380664362110589,-1.1089778117601592,0.0,4.0,1.390092340132248,-0.10603852060515255,1.4149810108490113,0.07853691827100268,1.3906870564504783
UD. Ina Sumirat,5539681.0,1.0,-0.47396943019540677,0.6174004136667922,0.549302196256087,1.0,1.0,-1.476589815381361,0.30813860377697966,-0.9829228231042838,0.10304638958800394,-1.4776795727639713
UD. Lidya Cinta,28765964.0,5.0,0.9782877750240481,-0.5232752762436319,0.9638721982601486,1.0,2.0,-0.3017777418334526,-0.7047455853355867,0.45850389734820013,0.3236316314410153,-0.3021771750245527
UD. Balqis Sehat,22525142.0,1.0,0.7016673549822471,-1.2491598061866291,-1.1089778117601592,1.0,3.0,-0.44810164081426995,-0.3050390143187699,0.09574414329417229,-0.38714303675202133,0.8662862862014562
UD. Alya Sukarela,-670351.0,4.0,0.943710222518823,-0.9726323662083444,-0.4180278084200566,0.0,4.0,-0.33695175601153365,0.9224027580594388,-1.3022217354569223,-0.01950096699700238,-0.3373718575916012
UD. Adinda Putra,-5271923.0,2.0,-1.0617878227842337,-0.6961049262300598,-1.2471678124281798,1.0,2.0,-1.705220907538888,0.5839829781778723,-1.691544160999186,-1.2449745328470656,-1.7064450094497865
UD. Salwa Malam,4828573.0,4.0,-0.7160122977319826,-1.6293850361567703,-0.2798378077520361,0.0,4.0,-0.2490167205663309,-0.3289032733953277,-1.155621050391371,-1.661635545236087,-0.24938515117398002
UD. Vega Putra,28956304.0,1.0,-1.1309429277946839,0.8593619236477912,0.8256821975921281,0.0,3.0,0.3383893162076233,-0.9531106249039387,0.4241160353643026,-0.19106726621601122,0.3383660476957293
UD. Cipta Citra,38584452.0,1.0,0.4250469349404462,-1.3874235261757712,-0.5562178090880772,0.0,2.0,0.26804128785146114,1.1825428772927211,1.5134523006145866,-0.6812566925560365,0.2679766825616324
UD. Farid Darma,26365393.0,2.0,0.35589182992999596,0.5828344836695066,-1.6617378144322414,0.0,1.0,-1.606733667840261,-1.6671135295221962,0.10416930968126335,0.6667642298790329,-1.6078998982620507
UD. Qais Sari,35862019.0,5.0,0.21758161990909552,-0.31587969625991846,1.2402521995961897,1.0,2.0,-0.045007438333460575,-1.240724221631828,0.8552916405757192,-0.0685199096310049,-0.04525599228509895
UD. Pandu Mulya,31465579.0,4.0,-0.9926327177737835,-0.0739181862789194,1.2402521995961897,0.0,3.0,0.781581894851445,0.9560897728508858,0.9683269998871096,-0.7547851065070402,0.7818190480405399
UD. Vita Kalbu,37077180.0,5.0,1.3240633000762991,-0.004786326284348239,1.2402521995961897,1.0,1.0,1.2247744734952668,0.9520342984990097,1.3628994258377258,0.9363684143660469,1.2252720483853505
UD. Utha Mulya Tami,32076571.0,5.0,1.2894857475710741,0.6519663436640778,-0.0034578064159950473,0.0,4.0,1.5870668195295021,1.0776112307950376,1.0347598870425996,1.3775388980720695,1.5877772788259497
