nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,Cluster_KProto,Cluster_KMeans,Cluster_KMedoids,Cluster_Agglomerative
UD. Qisha Saprahan,5.0,0.2521591724143206,0.16804332370207964,1.3784422002642103,0.0,0.0,0.14844963964598543,0,0,0,1
UD. Tasya Tunggul,2.0,1.4969510626024247,-0.01861269828326242,1.6548222016002512,1.0,4.0,1.2388440791664992,1,0,1,2
UD. Yudi Kamajaya,4.0,-0.9926327177737835,-1.2145938761893436,0.8256821975921281,1.0,4.0,-1.0439494409909635,1,0,1,2
UD. Putri Wiraatmaja Rafif,5.0,-0.19734901015360587,0.30630704369122197,0.549302196256087,1.0,4.0,1.421748952892521,1,0,0,2
UD. Olivia Kusumasari,4.0,0.3904693824352211,0.4445707636803643,1.1020621989281691,1.0,2.0,0.5951596197076153,0,0,1,2
UD. Dea Tunggul Ziva,5.0,-0.3010816676692812,0.548268553672221,0.272922194920046,1.0,4.0,1.2001526635706101,1,0,0,2
UD. Iqra Panji,4.0,0.5633571449613467,-0.2813137662626329,-1.3853578130962003,0.0,3.0,0.46853316866652334,1,1,0,1
UD. Tono Surapati,2.0,-1.44214090034171,-0.6615389962327742,-0.4180278084200566,1.0,4.0,-0.7555225247306986,1,1,0,2
UD. Qisha Kusumah,5.0,0.4596244874456713,-1.5256872461649136,0.13473219425202548,1.0,2.0,-1.3921721813539665,0,0,1,2
UD. Tari Jayeng,4.0,-1.2346755853103593,-1.0763301562002012,0.549302196256087,1.0,2.0,-1.149471483525207,0,0,1,2
UD. Uli Widhi,2.6,-0.7160122977319826,-0.41957748625177516,0.549302196256087,0.0,0.0,-0.6077916651827581,0,0,0,1
UD. Clarissa Cahaya,2.0,-0.8543225077528831,0.9976256436369335,-0.9707878110921387,1.0,3.0,0.15900184389940974,1,1,0,2
UD. Nisa Hastinapura,4.0,1.4969510626024247,-0.5924071362382031,-0.0034578064159950473,0.0,1.0,1.7277628762418265,0,1,1,1
UD. Chiko Suryaatmaja,5.0,0.6325122499717969,1.377850873607075,-0.8325978104241182,1.0,3.0,1.456922967070602,1,1,0,2
UD. Damar Panji,2.0,1.53152861510765,0.0989114637075085,-0.5562178090880772,0.0,1.0,-1.0720886523334285,0,1,0,1
UD. Qayla Sukarela,2.0,-0.9926327177737835,-0.6961049262300598,0.41111219558806655,1.0,3.0,-1.5539726465731394,1,0,1,2
UD. Kinan Buana,5.0,0.11384896239342017,0.8593619236477912,-1.1089778117601592,0.0,4.0,-0.991188419723842,1,1,0,1
UD. Niken Lintang,2.2,0.2521591724143206,0.5137026236749355,0.549302196256087,0.0,1.0,-0.9313925956211041,0,0,1,1
UD. Lidya Pamungkas,1.0,0.9782877750240481,-1.2491598061866291,-1.6617378144322414,0.0,3.0,-1.089675659422469,1,1,1,1
UD. Farid Agastya,4.0,0.07927140988819506,-1.3874235261757712,-0.5562178090880772,0.0,0.0,1.0137303884267803,0,1,0,1
UD. Yumna Sentosa,5.0,1.6698388251285503,-1.1454620161947724,1.6548222016002512,0.0,2.0,-0.3545387631005742,0,0,1,1
UD. Yusuf Suryaputra,0.0,-1.0963653752894589,0.8593619236477912,0.6874921969241076,0.0,3.0,1.6327930379610074,1,0,1,1
UD. Krisna Trisula,0.0,-0.5777020877110821,-1.2145938761893436,0.6874921969241076,1.0,3.0,1.6046538266185426,1,0,1,2
UD. Heri Wiyata,3.0,1.0820204325397234,0.8939278536450768,-0.0034578064159950473,1.0,2.0,-1.1037452650937014,0,0,1,2
UD. Anang Baswara,3.0,-1.2692531378155845,-1.6293850361567703,-0.5562178090880772,1.0,1.0,0.38059813322132063,0,1,0,2
UD. Gilang Galang,3.0,-0.9926327177737835,-0.9726323662083444,1.1020621989281691,1.0,1.0,0.018305787187085386,0,0,1,2
UD. Sekar Trijaya,0.0,1.2894857475710741,0.20260925369936522,-0.8325978104241182,1.0,4.0,-1.3288589558334205,1,1,0,2
UD. Diyan Prawira,5.0,-1.3038306903208094,0.30630704369122197,-1.1089778117601592,1.0,4.0,0.943382360070618,1,1,0,2
UD. Fajar Darussalam Lukita,1.0,0.4596244874456713,-0.8343686462192021,1.5166322009322308,0.0,4.0,-1.3007197444909555,1,0,1,1
UD. Yumna Wira,5.0,0.1830040674038704,-0.004786326284348239,-0.6944078097560977,0.4,0.0,1.5905842209473102,0,1,0,2
UD. Sani Segar,3.0,0.7362449074874723,1.2741530836152182,1.3784422002642103,1.0,2.0,1.133322036632256,0,0,1,2
UD. Nazar Baruna,5.0,-0.3010816676692812,1.032191573634219,-1.6617378144322414,0.0,1.0,-1.5539726465731394,0,1,0,1
UD. Nazar Dwijaputra Dito,0.0,0.5287795924561216,0.37543890368579313,-1.6617378144322414,1.0,2.6,-1.1354018778539745,1,1,0,2
UD. Lutfi Reswara,3.0,0.4250469349404462,0.16804332370207964,1.5166322009322308,1.0,4.0,-0.959531806963569,1,0,1,2
UD. Ujang Wibawa,5.0,-0.3010816676692812,0.4791366936776498,1.3784422002642103,0.0,2.0,1.0066955855911641,0,0,1,1
UD. Jafar Sanjaya,1.0,1.3932184050867493,-1.6293850361567703,1.1020621989281691,1.0,4.0,1.003178184173356,1,0,1,2
UD. Xenia Nirbayu,3.0,-0.5777020877110821,-0.6961049262300598,-0.0034578064159950473,1.0,3.0,-0.2032905021348255,1,1,1,2
UD. Jihan Gatra,1.0,-0.7505898502372077,0.2717411136939364,0.6874921969241076,0.0,4.0,-1.0931930608402771,1,0,1,1
UD. Dewi Mandiri,4.0,-0.8543225077528831,-1.2837257361839147,-1.5235478137642209,0.0,2.0,0.011270984351469168,0,1,1,1
UD. Fikri Jaladara,2.0,-0.9580551652685584,0.7556641336559344,-0.5562178090880772,0.0,1.0,1.066491409693902,0,1,0,1
UD. Lukman Wangi,5.0,-0.5085469827006319,-0.9035005062137733,1.3784422002642103,1.0,2.0,0.9328301558171938,0,0,1,2
UD. Jasmin Prajurit,5.0,-1.44214090034171,0.6519663436640778,-0.9707878110921387,1.0,1.0,-0.3334343545937255,0,1,0,2
UD. Ony Mayang,2.0,1.1857530900553988,-1.491121316167628,1.1020621989281691,1.0,2.0,0.4157721473994017,0,0,1,2
UD. Gema Prana,1.0,-0.3010816676692812,0.02977960371293734,1.6548222016002512,1.0,2.0,0.007753582933661058,0,0,1,2
UD. Celsi Cahyaningrat,2.0,1.7044163776337755,0.13347739370479408,0.8256821975921281,1.0,1.0,-0.6007568623471419,0,0,1,2
UD. Ucup Tirtayasa,3.0,0.5633571449613467,0.02977960371293734,1.5166322009322308,1.0,3.0,0.7745470920158288,1,0,1,2
UD. Hilmiyah Tunggul,1.0,-1.5112960053521602,-0.7998027162219166,1.2402521995961897,0.0,2.0,-0.4072997843676958,0,0,1,1
UD. Cipta Nawasena Qira,5.0,-0.9580551652685584,-1.3182916661812003,0.272922194920046,1.0,2.0,1.25643108625554,0,0,1,2
UD. Ony Nawasena,4.0,-0.6468571927215323,-0.31587969625991846,-0.5562178090880772,0.0,0.0,0.6162640282144639,0,1,0,1
UD. Livia Wijaya,1.0,-0.9580551652685584,1.3432849436097893,0.13473219425202548,1.0,4.0,-1.413276589860815,1,0,1,2
UD. Carissa Rejo,4.0,-1.2000980328051343,-0.5924071362382031,-0.5562178090880772,1.0,0.0,-0.4037823829498877,0,1,0,2
UD. Qisya Berkarya Pandu,5.0,0.6325122499717969,0.9976256436369335,1.1020621989281691,0.0,2.0,0.19769325949529895,0,0,1,1
UD. Ujang Kusumah Erlangga,1.0,-1.3038306903208094,-0.6615389962327742,1.3784422002642103,0.0,2.0,0.4509461615774828,0,0,1,1
UD. Nina Sanjaya,4.0,-1.4075633478364848,-1.3528575961784859,1.2402521995961897,1.0,2.0,-0.49875222123070667,0,0,1,2
UD. Jihan Prima,1.0,0.28673672491954577,-0.4887093462463463,-1.5235478137642209,0.0,3.0,-0.19977310071701737,1,1,1,1
UD. Mira Kelana,2.0,-1.6841837678782858,-1.5256872461649136,-0.6944078097560977,0.0,0.0,-0.9032533842786392,0,1,0,1
UD. Jaya Ayodya,1.0,1.0128653275292732,-0.17761597627077613,0.272922194920046,1.0,4.0,1.298639903269237,1,0,1,2
UD. Niken Arya,5.0,0.044693857382969944,0.34087297368850755,1.5166322009322308,0.0,3.0,-1.219819511881369,1,0,0,1
UD. Sekar Siang,2.0,-1.7187613203835108,1.377850873607075,-0.1416478070840156,1.0,1.0,0.3665285275500882,0,1,0,2
UD. Hanafi Bagaskara,5.0,0.667089802477022,0.7556641336559344,-0.5562178090880772,1.0,2.0,0.6655076480637775,0,1,0,2
UD. Gema Wijaksana,5.0,0.11384896239342017,-0.45414341624906074,-0.2798378077520361,0.0,3.0,0.9961433813377397,1,1,0,1
UD. Eddy Wira,5.0,-1.0963653752894589,-0.6961049262300598,0.549302196256087,1.0,1.0,0.3946677388925531,0,0,0,2
UD. Marsel Gandewa,1.0,1.6006837201181001,-0.41957748625177516,0.13473219425202548,1.0,2.0,-1.4906594210525934,0,0,1,2
UD. Niken Ananta,5.0,-0.7851674027424328,-1.180027946192058,-0.9707878110921387,1.0,3.0,0.36090068528159513,1,1,0,2
UD. Qyla Prana Balqis,1.0,-1.5804511103626104,0.9976256436369335,0.9638721982601486,1.0,2.0,1.0875958182007506,0,0,1,2
UD. Prananda Manggala,4.0,0.8745551175083727,-0.41957748625177516,1.2402521995961897,0.4,0.0,-0.2912255375800282,0,0,0,1
UD. Qanita Mandiri,5.0,-0.7160122977319826,0.0989114637075085,-1.3853578130962003,1.0,2.0,0.6479206409747369,0,1,0,2
UD. Tania Madani,4.0,1.0474428800344984,-1.4565553861703424,1.6548222016002512,1.0,4.0,-1.3886547799361584,1,0,1,2
UD. Wulan Sukma Fikri,2.0,-1.0963653752894589,1.6889442435826452,-0.0034578064159950473,1.0,4.0,0.2610064850158449,1,0,0,2
UD. Chiko Tejakencana Pandu,3.0,-0.3010816676692812,-1.4219894561730568,0.41111219558806655,1.0,2.0,1.4111967486390966,0,0,1,2
UD. Candra Kalbu,5.0,-0.8889000602581082,-1.00719829620563,-0.1416478070840156,1.0,3.0,1.4780273755774507,1,1,0,2
UD. Delia Paseban,1.0,-0.543124535205857,-0.31587969625991846,1.2402521995961897,0.0,1.0,1.555410206769229,0,0,1,1
UD. Taufan Jatiwangi,5.0,-1.44214090034171,0.6519663436640778,-0.0034578064159950473,1.0,1.0,-0.28770813616222013,0,0,0,2
UD. Kamil Nirmala,5.0,1.566106167612875,-1.0763301562002012,1.2402521995961897,1.0,4.0,0.3735633303857044,1,0,0,2
UD. Damar Wibawa,3.0,-0.4048143251849565,1.032191573634219,0.8256821975921281,1.0,4.0,1.6996236648993615,1,0,1,2
UD. Berlian Cempaka,5.0,0.1830040674038704,-1.1108960861974868,1.1020621989281691,1.0,3.0,-0.2947429389978363,1,0,0,2
UD. Riko Wening,0.0,-0.4393918776901817,0.8939278536450768,-0.5562178090880772,1.0,0.0,-1.5328682380662908,0,1,0,2
UD. Fani Manik,0.0,-1.2346755853103593,1.032191573634219,1.5166322009322308,1.0,4.0,-1.70170350612108,1,0,1,2
UD. Xenia Paningrat Najwa,1.0,-0.16277145764838075,-1.5602531761621992,-0.4180278084200566,0.4,4.0,-0.8082835459978203,1,1,1,1
UD. Wira Gatra,1.0,-0.47396943019540677,0.5828344836695066,0.8256821975921281,1.0,2.0,1.6996236648993615,0,0,1,2
UD. Jay Wiyata,5.0,1.3586408525815243,0.7210982036586489,0.549302196256087,1.0,0.0,1.2669832905089642,0,0,0,2
UD. Lono Senopati,5.0,0.32131427742477087,-0.6269730662354887,1.2402521995961897,1.0,0.0,0.4509461615774828,0,0,0,2
UD. Via Wijapranata Yusuf,3.0,0.3904693824352211,1.5506805235935028,-0.8325978104241182,0.0,4.0,0.7745470920158288,1,1,0,1
UD. Krisna Segar,3.4,-0.6814347452267575,0.9630597136396479,1.6548222016002512,1.0,2.0,1.6785192563925129,0,0,1,2
UD. Pasha Atma,3.0,-0.7160122977319826,1.3087190136125038,1.5166322009322308,1.0,3.0,0.31376750628296657,1,0,1,2
UD. Vidi Warna,4.0,0.5287795924561216,-0.0739181862789194,0.549302196256087,0.0,1.0,-1.705220907538888,0,0,1,1
UD. Gusti Sanjaya,4.0,-1.5112960053521602,-0.5924071362382031,0.13473219425202548,0.0,4.0,1.4111967486390966,1,0,1,1
UD. Pandu Adhi,1.0,-0.7160122977319826,0.6519663436640778,-1.2471678124281798,1.0,1.0,1.3302965160295102,0,1,1,2
UD. Zulkarnaen Agastya,5.0,-0.6122796402163072,0.7556641336559344,0.41111219558806655,0.0,1.0,1.4604403684884102,0,0,0,1
UD. Qanitah Nusa,5.0,-0.4393918776901817,-1.663950966154056,0.9638721982601486,0.0,1.0,1.1509090437212965,0,0,0,1
UD. Wira Kamajaya,5.0,1.1511755375501735,0.13347739370479408,-1.6617378144322414,1.0,4.0,0.060514604200782696,1,1,0,2
UD. Anisa Galuh,2.0,-1.0963653752894589,-0.2813137662626329,-0.9707878110921387,0.0,3.0,1.3725053330432073,1,1,0,1
UD. Iqra Abadi,5.0,-1.44214090034171,-0.5232752762436319,0.549302196256087,1.0,0.0,-0.8399401587580932,0,0,0,2
UD. Ucup Jatiwangi,2.0,1.220330642560624,0.37543890368579313,0.6874921969241076,0.0,2.0,-0.3263995517581093,0,0,1,1
UD. Desi Tirta,1.0,-0.6468571927215323,0.34087297368850755,0.6874921969241076,0.0,0.0,0.12031042830352055,0,0,1,1
UD. Lukita Panji,4.0,-0.7160122977319826,1.6543783135853596,1.1020621989281691,0.0,2.0,0.46853316866652334,0,0,1,1
UD. Okta Tejakencana,5.0,-1.5458735578573854,1.5161145935962173,1.6548222016002512,1.0,0.0,1.3478835231185506,0,0,0,2
UD. Farhan Sukarela Qomar,5.0,0.35589182992999596,-0.039352256281633816,-0.1416478070840156,0.0,4.0,-0.8258705530868609,1,1,0,1
UD. Qamar Bahagia,3.0,1.0474428800344984,-0.9380664362110589,-1.1089778117601592,0.0,4.0,1.390092340132248,1,1,0,1
UD. Ina Sumirat,1.0,-0.47396943019540677,0.6174004136667922,0.549302196256087,1.0,1.0,-1.476589815381361,0,0,1,2
UD. Lidya Cinta,5.0,0.9782877750240481,-0.5232752762436319,0.9638721982601486,1.0,2.0,-0.3017777418334526,0,0,1,2
UD. Balqis Sehat,1.0,0.7016673549822471,-1.2491598061866291,-1.1089778117601592,1.0,3.0,-0.44810164081426995,1,1,1,2
UD. Alya Sukarela,4.0,0.943710222518823,-0.9726323662083444,-0.4180278084200566,0.0,4.0,-0.33695175601153365,1,1,0,1
UD. Adinda Putra,2.0,-1.0617878227842337,-0.6961049262300598,-1.2471678124281798,1.0,2.0,-1.705220907538888,0,1,1,2
UD. Salwa Malam,4.0,-0.7160122977319826,-1.6293850361567703,-0.2798378077520361,0.0,4.0,-0.2490167205663309,1,1,1,1
UD. Vega Putra,1.0,-1.1309429277946839,0.8593619236477912,0.8256821975921281,0.0,3.0,0.3383893162076233,1,0,1,1
UD. Cipta Citra,1.0,0.4250469349404462,-1.3874235261757712,-0.5562178090880772,0.0,2.0,0.26804128785146114,0,1,1,1
UD. Farid Darma,2.0,0.35589182992999596,0.5828344836695066,-1.6617378144322414,0.0,1.0,-1.606733667840261,0,1,0,1
UD. Qais Sari,5.0,0.21758161990909552,-0.31587969625991846,1.2402521995961897,1.0,2.0,-0.045007438333460575,0,0,1,2
UD. Pandu Mulya,4.0,-0.9926327177737835,-0.0739181862789194,1.2402521995961897,0.0,3.0,0.781581894851445,1,0,1,1
UD. Vita Kalbu,5.0,1.3240633000762991,-0.004786326284348239,1.2402521995961897,1.0,1.0,1.2247744734952668,0,0,0,2
UD. Utha Mulya Tami,5.0,1.2894857475710741,0.6519663436640778,-0.0034578064159950473,0.0,4.0,1.5870668195295021,1,1,0,1
UD. Fitri Manunggal,4.0,1.53152861510765,0.2717411136939364,0.272922194920046,1.0,1.0,1.105182825289791,0,0,1,2
UD. Rosa Nirbayu,1.0,-0.0590388001327054,-1.2145938761893436,-1.1089778117601592,1.0,4.0,1.6363104393788155,1,1,1,2
UD. Jodi Kinarya,5.0,-1.1309429277946839,-0.0739181862789194,0.41111219558806655,1.0,3.0,1.488579579830875,1,0,0,2
UD. Marsel Indah,2.0,1.6352612726233253,-1.5256872461649136,0.8256821975921281,0.0,0.0,0.24693687934461248,0,0,0,1
UD. Marsel Anggara,5.0,0.35589182992999596,-1.5948191061594847,-0.5562178090880772,0.0,0.0,-1.3992069841895827,0,1,0,1
UD. Fikri Saprahan,2.0,1.0820204325397234,-0.9380664362110589,1.2402521995961897,0.0,3.0,-0.5268914325731715,1,0,1,1
UD. Lono Pagi,4.0,0.943710222518823,-0.17761597627077613,0.8256821975921281,1.0,4.0,1.4745099741596426,1,0,1,2
UD. Gracia Wening,5.0,0.5979346974665718,0.5137026236749355,-1.1089778117601592,0.0,1.0,1.0313173955158208,0,1,0,1
UD. Zahira Sehat,1.0,-1.5112960053521602,0.20260925369936522,-0.4180278084200566,0.0,4.0,-1.1846454977032879,1,1,1,1
UD. Fahmi Paseban,5.0,-1.5112960053521602,1.6543783135853596,-1.6617378144322414,0.0,0.0,-1.314789350162188,0,1,0,1
UD. Lutfi Prajurit Lukita,2.0,0.49420203995089645,0.4445707636803643,1.6548222016002512,0.0,1.0,-0.9419447998745284,0,0,1,1
UD. Farhan Artha,2.0,-0.37023677267973143,-1.2145938761893436,-0.6944078097560977,0.0,2.0,-0.6464830807786472,0,1,1,1
UD. Vidi Siang Pasha,4.0,-0.9234776127633333,-1.5948191061594847,1.5166322009322308,0.0,0.0,0.04996239994735837,0,0,0,1
UD. Eni Lempung,2.0,-0.6468571927215323,1.4124168036043605,1.3784422002642103,0.0,3.0,0.3383893162076233,1,0,1,1
UD. Rian Trisaktiatma Elyas,1.0,-1.4075633478364848,0.9284937836423623,-0.1416478070840156,0.0,1.0,-0.4882000169772823,0,1,1,1
UD. Mega Kencana Qiana,1.0,-1.44214090034171,-0.6269730662354887,-0.9707878110921387,0.0,4.0,1.2916051004336209,1,1,1,1
UD. Mario Ayodya,4.0,-0.4048143251849565,-1.4219894561730568,-1.5235478137642209,1.0,2.0,-0.60427426376495,0,1,1,2
UD. Oki Bima,4.0,-1.6496062153730606,1.3432849436097893,-0.8325978104241182,0.0,0.0,1.5413406010979966,0,1,0,1
UD. Isna Sunardi,3.0,1.6698388251285503,0.2371751836966508,-1.3853578130962003,1.0,1.0,-1.51528123097725,0,1,0,2
UD. Rangga Gandewa,5.0,0.6325122499717969,0.5828344836695066,-1.1089778117601592,0.0,0.0,0.6549554438103531,0,1,0,1
UD. Vina Lingga,1.0,-1.5112960053521602,-0.3850115562544896,0.9638721982601486,1.0,3.0,1.4639577699062183,1,0,1,2
UD. Priska Utamaindah,1.0,-1.3384082428260347,-0.35044562625720405,0.549302196256087,0.0,0.0,0.5951596197076153,0,0,1,1
UD. Habib Wicaksana Heri,5.0,-0.9580551652685584,-1.180027946192058,1.3784422002642103,0.0,4.0,0.7956515005226775,1,0,0,1
UD. Tasya Sejahtera,5.0,1.3240633000762991,1.0667575036315047,-1.6617378144322414,0.0,4.0,-0.25605152340194715,1,1,0,1
UD. Barokah Jayengprana,5.0,0.4250469349404462,1.4124168036043605,0.9638721982601486,1.0,3.0,0.7358556764199397,1,0,0,2
UD. Yani Raharja Ulil,1.0,-1.165520480299909,-1.3874235261757712,-0.6944078097560977,0.0,1.8,1.3162269103582778,0,1,1,1
UD. Vera Citra,4.0,0.943710222518823,0.0989114637075085,0.13473219425202548,0.0,2.0,-0.6218612708539905,0,0,1,1
UD. Xenia Manunggal,4.0,1.6698388251285503,0.5137026236749355,-0.0034578064159950473,0.0,1.0,0.6760598523172018,0,1,0,1
UD. Ulya Jayeng,5.0,0.4596244874456713,-0.004786326284348239,-0.1416478070840156,1.0,0.0,-1.0369146381553473,0,1,0,2
UD. Pandu Bijaksana,1.0,0.49420203995089645,-0.7306708562273454,1.6548222016002512,0.0,3.0,0.26452388643365304,1,0,1,1
UD. Agus Asmaralaya,5.0,1.220330642560624,-1.1108960861974868,1.6548222016002512,0.0,1.0,-0.12239026952523897,0,0,0,1
UD. Halimah Agastya,5.0,-0.7851674027424328,0.06434553371022292,1.5166322009322308,1.0,3.0,-1.3253415544156124,1,0,0,2
UD. Jay Kusen Umi,4.0,0.2521591724143206,-0.6269730662354887,-1.1089778117601592,0.0,3.0,-0.1645990865389363,1,1,0,1
UD. Qira Wiraatmaja,2.0,1.254908195065849,-0.5924071362382031,1.2402521995961897,0.0,2.0,1.0137303884267803,0,0,1,1
UD. Cakra Bahagia Aldo,5.0,-1.1309429277946839,1.2395871536179326,-1.5235478137642209,1.0,4.0,-1.0439494409909635,1,1,0,2
UD. Ucup Pusaka,5.0,-0.23192656265883096,-1.3528575961784859,-0.5562178090880772,1.0,1.0,-1.6489424848539584,0,1,0,2
UD. Wesly Hastinapura,1.0,0.4596244874456713,-0.7306708562273454,-1.5235478137642209,1.0,2.0,-1.7122557103745044,0,1,1,2
UD. Jasmine Saputra,4.0,-0.47396943019540677,-1.0417642262029156,-1.6617378144322414,0.0,4.0,-1.578594456497796,1,1,0,1
UD. Widi Saputrautama Leni,2.0,-1.6496062153730606,-0.9726323662083444,-1.1089778117601592,0.2,3.0,-0.06259444542250113,1,1,0,2
UD. Jafar Harmoni,4.0,-1.2692531378155845,1.5852464535907884,1.5166322009322308,0.0,2.0,0.2574890835980368,0,0,1,1
UD. Riyan Wirajaya,5.0,-1.5112960053521602,0.7556641336559344,0.8256821975921281,0.0,4.0,0.22934987225557193,1,0,0,1
UD. Nisa Tunggal,5.0,-1.165520480299909,1.2395871536179326,-0.9707878110921387,1.0,4.0,-0.832905355922477,1,1,0,2
UD. Balqis Jagadmaya,4.0,0.667089802477022,-1.2145938761893436,-0.5562178090880772,0.0,2.0,1.3760227344610154,0,1,1,1
UD. Elva Manggala Tono,1.0,1.1165979850449486,-0.5232752762436319,-0.1416478070840156,1.0,0.0,1.4780273755774507,0,1,0,2
UD. Celsi Jagad Esa,5.0,0.9782877750240481,1.032191573634219,-0.6944078097560977,0.0,2.0,0.3419067176254314,0,1,0,1
UD. Jihan Pancasila,1.0,-0.4048143251849565,1.4815486635989317,-0.9707878110921387,0.0,3.0,1.3162269103582778,1,1,1,1
UD. Ilmi Bersemi,5.0,-1.5804511103626104,-0.5578412062409175,0.6874921969241076,1.0,0.0,-0.26308632623756334,0,0,0,2
UD. Krisna Padi,4.0,0.9782877750240481,-1.0417642262029156,-1.2471678124281798,0.0,1.0,-1.4801072167991691,0,1,0,1
UD. Pandu Gemilang,5.0,0.044693857382969944,0.9284937836423623,-0.8325978104241182,1.0,4.0,-1.349963364340269,1,1,0,2
UD. Livia Buana,2.0,-0.8543225077528831,0.20260925369936522,1.6548222016002512,0.0,1.0,-0.8223531516690527,0,0,1,1
UD. Obed Siang Mega,4.0,-0.4048143251849565,0.02977960371293734,-1.5235478137642209,1.0,2.0,-0.016868226990995706,0,1,1,2
UD. Hana Baswara,4.0,-0.19734901015360587,0.9284937836423623,-0.8325978104241182,1.0,4.0,0.4403939573240585,1,1,0,2
UD. Dora Galuh,1.0,0.9091326700135979,1.5506805235935028,0.13473219425202548,0.0,2.0,-0.9173229899498716,0,0,1,1
UD. Mila Anugerah Zainab,2.0,-0.6814347452267575,1.205021223620647,-0.6944078097560977,1.0,3.0,0.1449322382281773,1,1,0,2
UD. Ziva Malam,5.0,0.9091326700135979,-0.004786326284348239,0.272922194920046,0.0,2.2,0.9046909444747289,1,0,0,1
UD. Eni Jayeng,3.0,-0.9580551652685584,-0.6961049262300598,-0.8325978104241182,0.2,4.0,-1.3253415544156124,1,1,0,2
UD. Juli Elok,5.0,-0.37023677267973143,-0.8689345762164877,1.1020621989281691,0.0,4.0,-0.5831698552581013,1,0,0,1
UD. Echa Bahari,4.0,-0.6468571927215323,1.5161145935962173,1.1020621989281691,1.0,0.0,0.20472806233091517,0,0,0,2
UD. Lea Trisakti,2.0,-1.6150286628678356,0.8247959936505056,0.13473219425202548,0.0,3.0,-0.46006080563481744,1,0,1,1
UD. Salwa Ceria,3.0,1.0474428800344984,0.7210982036586489,1.6548222016002512,1.0,1.0,-1.0967104622580852,0,0,1,2
UD. Budi Darma,1.0,1.1511755375501735,1.6543783135853596,-1.6617378144322414,0.0,3.0,-1.7192905132101206,1,1,1,1
UD. Jihan Karya,2.0,-0.16277145764838075,-1.5948191061594847,-0.8325978104241182,0.0,3.0,0.34894152046104765,1,1,0,1
UD. Damar Adikara Dani,2.0,0.8399775650031476,0.5344421816733066,0.13473219425202548,1.0,1.0,-0.31584734750468496,0,0,1,2
UD. Ulfa Gunawan,2.0,-0.3010816676692812,-0.9726323662083444,-1.5235478137642209,1.0,3.0,0.2504542807624206,1,1,0,2
UD. Diyan Asih,5.0,1.6006837201181001,0.2371751836966508,0.41111219558806655,1.0,2.0,0.813238507611718,0,0,1,2
